employee_id,wave,wave_date,response_flag,overall,manager_effectiveness,psychological_safety,recognition,career_development,senior_leadership_trust,purpose_meaning,wellbeing,confidence_in_role_future,state,hipo_flag,department,role_level,compa_ratio,tenure_months,exit_dt,exit_type,regrettable_flag,salary,silence_run,prev_state,prev_overall,newly_silent,days_to_exit,exit_180,regret_180,invol_180
E00009,2,2024-07-08,True,3.11,2.73,2.31,2.68,3.09,2.62,3.79,2.66,5.0,responded,False,Retail Banking,2,0.9,462,,,,130700.0,0,silent,,0,,0,0,0
E00009,3,2024-10-31,True,3.1525000000000003,2.83,2.24,2.39,3.41,2.66,4.07,2.89,4.73,responded,False,Retail Banking,2,0.9,462,,,,130700.0,0,responded,3.11,0,,0,0,0
E00009,4,2025-02-08,True,2.7262500000000003,1.87,2.35,2.38,3.12,2.18,4.69,1.61,3.61,responded,False,Retail Banking,2,0.9,462,,,,130700.0,0,responded,3.1525000000000003,0,,0,0,0
E00009,5,2025-08-08,True,2.6100000000000003,2.05,2.37,2.58,3.22,1.78,3.75,2.19,2.94,responded,False,Retail Banking,2,0.9,462,,,,130700.0,0,responded,2.7262500000000003,0,,0,0,0
E00010,1,2024-03-08,True,3.3975,3.9,3.05,4.03,3.52,4.21,2.01,3.33,3.13,responded,False,Retail Banking,2,0.87,461,,,,126400.0,0,,,0,,0,0,0
E00010,2,2024-07-08,False,,,,,,,,,,silent,False,Retail Banking,2,0.87,461,,,,126400.0,1,responded,3.3975,1,,0,0,0
E00010,3,2024-10-31,True,3.41,3.1,2.46,3.37,3.72,4.69,2.1,4.52,3.32,responded,False,Retail Banking,2,0.87,461,,,,126400.0,0,silent,,0,,0,0,0
E00010,4,2025-02-08,True,3.6624999999999996,3.26,4.27,4.02,3.84,4.27,1.77,3.31,4.56,responded,False,Retail Banking,2,0.87,461,,,,126400.0,0,responded,3.41,0,,0,0,0
E00010,5,2025-08-08,True,3.8675000000000006,4.57,3.55,4.9,4.0,4.56,1.76,3.16,4.44,responded,False,Retail Banking,2,0.87,461,,,,126400.0,0,responded,3.6624999999999996,0,,0,0,0
E00011,1,2024-03-08,True,3.49375,3.72,3.59,2.7,3.95,3.35,3.86,2.69,4.09,responded,False,Retail Banking,2,0.86,461,,,,125100.0,0,,,0,,0,0,0
E00011,2,2024-07-08,True,3.7150000000000007,4.07,4.19,2.48,4.15,3.11,3.62,4.36,3.74,responded,False,Retail Banking,2,0.86,461,,,,125100.0,0,responded,3.49375,0,,0,0,0
E00011,3,2024-10-31,False,,,,,,,,,,silent,False,Retail Banking,2,0.86,461,,,,125100.0,1,responded,3.7150000000000007,1,,0,0,0
E00011,4,2025-02-08,True,3.80875,4.62,2.87,2.19,3.99,3.75,5.0,4.18,3.87,responded,False,Retail Banking,2,0.86,461,,,,125100.0,0,silent,,0,,0,0,0
E00011,5,2025-08-08,True,3.31875,4.4,3.05,1.0,3.06,3.74,4.39,2.74,4.17,responded,False,Retail Banking,2,0.86,461,,,,125100.0,0,responded,3.80875,0,,0,0,0
E00012,1,2024-03-08,True,3.29625,3.56,2.73,4.59,3.08,3.28,2.95,3.73,2.45,responded,False,Technology,2,0.87,461,,,,126300.0,0,,,0,,0,0,0
E00012,2,2024-07-08,True,3.2262500000000003,3.58,1.72,3.78,3.13,3.33,3.85,3.32,3.1,responded,False,Technology,2,0.87,461,,,,126300.0,0,responded,3.29625,0,,0,0,0
E00012,3,2024-10-31,False,,,,,,,,,,silent,False,Technology,2,0.87,461,,,,126300.0,1,responded,3.2262500000000003,1,,0,0,0
E00012,4,2025-02-08,True,3.14875,2.5,1.92,4.23,3.4,3.21,3.99,3.46,2.48,responded,False,Technology,2,0.87,461,,,,126300.0,0,silent,,0,,0,0,0
E00012,5,2025-08-08,True,3.67,3.4,2.67,4.21,3.83,3.68,3.73,4.4,3.44,responded,False,Technology,2,0.87,461,,,,126300.0,0,responded,3.14875,0,,0,0,0
E00013,1,2024-03-08,True,3.4924999999999997,3.59,5.0,3.3,3.27,4.63,2.72,3.91,1.52,responded,True,Retail Banking,2,0.86,461,,,,124300.0,0,,,0,,0,0,0
E00013,2,2024-07-08,True,3.2925,2.84,5.0,3.2,3.13,4.33,2.9,2.37,2.57,responded,True,Retail Banking,2,0.86,461,,,,124300.0,0,responded,3.4924999999999997,0,,0,0,0
E00013,3,2024-10-31,True,3.34,3.24,5.0,3.08,3.33,4.07,3.55,3.06,1.39,responded,True,Retail Banking,2,0.86,461,,,,124300.0,0,responded,3.2925,0,,0,0,0
E00013,4,2025-02-08,True,3.48875,3.93,4.78,3.21,3.15,4.49,3.06,3.04,2.25,responded,True,Retail Banking,2,0.86,461,,,,124300.0,0,responded,3.34,0,,0,0,0
E00013,5,2025-08-08,True,3.50875,3.97,4.54,2.38,3.05,5.0,2.34,3.41,3.38,responded,True,Retail Banking,2,0.86,461,,,,124300.0,0,responded,3.48875,0,,0,0,0
E00014,1,2024-03-08,True,3.505,3.98,4.21,3.19,4.03,3.82,2.79,3.0,3.02,responded,False,Corporate Operations,2,0.84,461,,,,122200.0,0,,,0,,0,0,0
E00014,2,2024-07-08,True,3.68625,5.0,3.86,3.35,3.94,3.55,2.9,3.98,2.91,responded,False,Corporate Operations,2,0.84,461,,,,122200.0,0,responded,3.505,0,,0,0,0
E00014,3,2024-10-31,True,3.7037500000000003,4.46,3.94,3.42,4.32,4.13,3.49,3.12,2.75,responded,False,Corporate Operations,2,0.84,461,,,,122200.0,0,responded,3.68625,0,,0,0,0
E00014,4,2025-02-08,False,,,,,,,,,,silent,False,Corporate Operations,2,0.84,461,,,,122200.0,1,responded,3.7037500000000003,1,,0,0,0
E00014,5,2025-08-08,False,,,,,,,,,,silent,False,Corporate Operations,2,0.84,461,,,,122200.0,2,silent,,0,,0,0,0
E00015,1,2024-03-08,True,3.2925,4.34,3.46,3.97,3.02,2.06,1.41,4.5,3.58,responded,False,Wealth Management,2,0.84,461,,,,121100.0,0,,,0,,0,0,0
E00015,2,2024-07-08,True,3.33875,4.6,3.37,3.92,2.56,2.27,1.75,4.95,3.29,responded,False,Wealth Management,2,0.84,461,,,,121100.0,0,responded,3.2925,0,,0,0,0
E00015,3,2024-10-31,True,3.46,3.35,4.06,5.0,1.64,2.36,3.49,4.26,3.52,responded,False,Wealth Management,2,0.84,461,,,,121100.0,0,responded,3.33875,0,,0,0,0
E00015,4,2025-02-08,True,3.43,4.64,4.54,3.32,2.16,1.87,2.95,4.63,3.33,responded,False,Wealth Management,2,0.84,461,,,,121100.0,0,responded,3.46,0,,0,0,0
E00015,5,2025-08-08,True,3.26875,3.14,4.9,3.44,2.38,1.58,3.2,4.55,2.96,responded,False,Wealth Management,2,0.84,461,,,,121100.0,0,responded,3.43,0,,0,0,0
E00016,1,2024-03-08,True,2.9899999999999998,2.8,2.46,3.12,3.23,3.63,4.02,3.18,1.48,responded,False,Retail Banking,2,0.88,461,,,,127900.0,0,,,0,,0,0,0
E00016,2,2024-07-08,True,2.99625,3.21,1.91,4.18,2.22,4.28,4.22,2.62,1.33,responded,False,Retail Banking,2,0.88,461,,,,127900.0,0,responded,2.9899999999999998,0,,0,0,0
E00016,3,2024-10-31,True,3.3062500000000004,3.93,3.1,3.65,1.67,4.67,3.9,3.07,2.46,responded,False,Retail Banking,2,0.88,461,,,,127900.0,0,responded,2.99625,0,,0,0,0
E00016,4,2025-02-08,True,3.2162500000000005,3.47,5.0,2.85,2.19,4.39,3.84,2.42,1.57,responded,False,Retail Banking,2,0.88,461,,,,127900.0,0,responded,3.3062500000000004,0,,0,0,0
E00016,5,2025-08-08,True,3.425,2.82,4.33,3.57,2.33,4.65,4.67,2.3,2.73,responded,False,Retail Banking,2,0.88,461,,,,127900.0,0,responded,3.2162500000000005,0,,0,0,0
E00017,1,2024-03-08,True,2.8274999999999997,3.76,3.15,2.51,3.03,1.79,2.7,2.21,3.47,responded,True,Retail Banking,2,0.96,461,,,,139100.0,0,,,0,,0,0,0
E00017,2,2024-07-08,True,2.8850000000000002,4.34,3.13,2.97,1.77,1.84,3.05,2.22,3.76,responded,True,Retail Banking,2,0.96,461,,,,139100.0,0,responded,2.8274999999999997,0,,0,0,0
E00017,3,2024-10-31,True,2.91125,4.23,3.24,2.59,1.98,1.62,3.69,2.11,3.83,responded,True,Retail Banking,2,0.96,461,,,,139100.0,0,responded,2.8850000000000002,0,,0,0,0
E00017,4,2025-02-08,True,2.5275,4.35,3.02,1.7,1.95,2.16,2.76,1.42,2.86,responded,True,Retail Banking,2,0.96,461,,,,139100.0,0,responded,2.91125,0,,0,0,0
E00017,5,2025-08-08,True,2.34625,4.92,2.1,1.0,1.99,1.34,2.39,2.71,2.32,responded,True,Retail Banking,2,0.96,461,,,,139100.0,0,responded,2.5275,0,,0,0,0
E00018,1,2024-03-08,True,3.1525,2.93,5.0,2.7,2.03,3.12,2.18,4.13,3.13,responded,False,Risk & Compliance,3,0.92,461,,,,174800.0,0,,,0,,0,0,0
E00018,2,2024-07-08,True,3.0275,2.28,4.03,1.91,1.64,3.44,2.99,4.63,3.3,responded,False,Risk & Compliance,3,0.92,461,,,,174800.0,0,responded,3.1525,0,,0,0,0
E00018,3,2024-10-31,True,3.255,2.79,4.99,1.81,2.91,3.16,2.89,4.42,3.07,responded,False,Risk & Compliance,3,0.92,461,,,,174800.0,0,responded,3.0275,0,,0,0,0
E00018,4,2025-02-08,True,3.275,2.84,4.42,1.87,3.46,2.99,2.92,4.28,3.42,responded,False,Risk & Compliance,3,0.92,461,,,,174800.0,0,responded,3.255,0,,0,0,0
E00018,5,2025-08-08,True,3.6237500000000002,2.71,3.53,3.19,4.19,3.68,3.42,4.98,3.29,responded,False,Risk & Compliance,3,0.92,461,,,,174800.0,0,responded,3.275,0,,0,0,0
E00019,1,2024-03-08,True,3.8187499999999996,4.03,2.86,3.85,4.41,4.43,3.42,3.63,3.92,responded,False,Retail Banking,2,0.8,461,,,,115500.0,0,,,0,,0,0,0
E00019,2,2024-07-08,True,4.1937500000000005,3.43,3.67,4.18,4.89,4.79,4.15,4.27,4.17,responded,False,Retail Banking,2,0.8,461,,,,115500.0,0,responded,3.8187499999999996,0,,0,0,0
E00019,3,2024-10-31,True,4.13875,3.99,3.5,4.42,4.2,3.38,4.16,5.0,4.46,responded,False,Retail Banking,2,0.8,461,,,,115500.0,0,responded,4.1937500000000005,0,,0,0,0
E00019,4,2025-02-08,True,4.057499999999999,2.94,3.6,4.18,4.43,4.13,4.68,3.73,4.77,responded,False,Retail Banking,2,0.8,461,,,,115500.0,0,responded,4.13875,0,,0,0,0
E00019,5,2025-08-08,False,,,,,,,,,,silent,False,Retail Banking,2,0.8,461,,,,115500.0,1,responded,4.057499999999999,1,,0,0,0
E00020,1,2024-03-08,True,2.58875,1.36,4.53,3.17,3.12,1.0,2.58,2.35,2.6,responded,False,Corporate Operations,2,0.9,461,,,,129800.0,0,,,0,,0,0,0
E00020,2,2024-07-08,True,2.375,1.03,4.46,2.56,2.89,1.0,2.13,2.41,2.52,responded,False,Corporate Operations,2,0.9,461,,,,129800.0,0,responded,2.58875,0,,0,0,0
E00020,3,2024-10-31,True,2.41125,1.16,4.25,3.32,3.25,1.58,1.62,1.55,2.56,responded,False,Corporate Operations,2,0.9,461,,,,129800.0,0,responded,2.375,0,,0,0,0
E00020,4,2025-02-08,True,2.4137500000000003,1.0,4.0,2.14,3.42,1.97,2.3,1.83,2.65,responded,False,Corporate Operations,2,0.9,461,,,,129800.0,0,responded,2.41125,0,,0,0,0
E00020,5,2025-08-08,True,2.0387500000000003,1.82,3.1,1.14,3.35,1.61,2.52,1.27,1.5,responded,False,Corporate Operations,2,0.9,461,,,,129800.0,0,responded,2.4137500000000003,0,,0,0,0
E00021,1,2024-03-08,False,,,,,,,,,,silent,False,Insurance,2,0.87,441,2024-05-24,voluntary,False,125500.0,1,,,0,77.0,1,0,0
E00022,1,2024-03-08,True,4.29875,5.0,3.03,4.26,5.0,4.36,3.87,4.92,3.95,responded,False,Insurance,2,0.89,461,,,,129400.0,0,,,0,,0,0,0
E00022,2,2024-07-08,True,4.20625,5.0,3.26,4.7,5.0,3.88,2.84,4.71,4.26,responded,False,Insurance,2,0.89,461,,,,129400.0,0,responded,4.29875,0,,0,0,0
E00022,3,2024-10-31,True,3.9825,4.42,2.14,5.0,4.61,4.21,4.13,3.81,3.54,responded,False,Insurance,2,0.89,461,,,,129400.0,0,responded,4.20625,0,,0,0,0
E00022,4,2025-02-08,True,4.0475,4.76,2.71,4.31,4.72,4.36,3.02,4.24,4.26,responded,False,Insurance,2,0.89,461,,,,129400.0,0,responded,3.9825,0,,0,0,0
E00022,5,2025-08-08,True,4.106249999999999,3.76,3.94,3.56,4.29,5.0,3.1,4.86,4.34,responded,False,Insurance,2,0.89,461,,,,129400.0,0,responded,4.0475,0,,0,0,0
E00023,1,2024-03-08,True,4.407500000000001,5.0,4.55,4.03,4.18,4.89,3.86,4.4,4.35,responded,False,Technology,3,0.88,455,2025-07-04,voluntary,False,175400.0,0,,,0,483.0,0,0,0
E00023,2,2024-07-08,False,,,,,,,,,,silent,False,Technology,3,0.88,455,2025-07-04,voluntary,False,175400.0,1,responded,4.407500000000001,1,361.0,0,0,0
E00023,3,2024-10-31,True,4.43,4.12,4.46,4.14,4.35,5.0,3.98,4.8,4.59,responded,False,Technology,3,0.88,455,2025-07-04,voluntary,False,175400.0,0,silent,,0,246.0,0,0,0
E00023,4,2025-02-08,True,4.1775,2.8,4.01,4.6,4.45,5.0,4.03,5.0,3.53,responded,False,Technology,3,0.88,455,2025-07-04,voluntary,False,175400.0,0,responded,4.43,0,146.0,1,0,0
E00024,1,2024-03-08,True,3.61,4.07,3.5,1.6,3.56,4.18,2.94,4.92,4.11,responded,False,Wealth Management,4,1.05,461,,,,287300.0,0,,,0,,0,0,0
E00024,2,2024-07-08,True,3.8562499999999997,4.54,2.47,2.74,4.66,4.02,3.31,4.82,4.29,responded,False,Wealth Management,4,1.05,461,,,,287300.0,0,responded,3.61,0,,0,0,0
E00024,3,2024-10-31,True,3.42625,4.36,1.54,2.62,4.8,3.55,2.98,3.77,3.79,responded,False,Wealth Management,4,1.05,461,,,,287300.0,0,responded,3.8562499999999997,0,,0,0,0
E00024,4,2025-02-08,True,3.6725,4.68,1.68,3.24,4.24,4.1,3.07,4.1,4.27,responded,False,Wealth Management,4,1.05,461,,,,287300.0,0,responded,3.42625,0,,0,0,0
E00024,5,2025-08-08,True,3.9625,4.79,2.78,4.25,4.29,3.43,3.92,3.77,4.47,responded,False,Wealth Management,4,1.05,461,,,,287300.0,0,responded,3.6725,0,,0,0,0
E00025,1,2024-03-08,True,3.9275,2.47,4.15,3.91,3.74,3.26,4.34,4.55,5.0,responded,False,Technology,2,0.85,461,,,,123800.0,0,,,0,,0,0,0
E00025,2,2024-07-08,True,3.69625,2.56,4.12,2.71,2.82,3.24,5.0,4.12,5.0,responded,False,Technology,2,0.85,461,,,,123800.0,0,responded,3.9275,0,,0,0,0
E00025,3,2024-10-31,True,3.8687500000000004,2.76,4.83,3.42,3.41,2.37,4.93,4.9,4.33,responded,False,Technology,2,0.85,461,,,,123800.0,0,responded,3.69625,0,,0,0,0
E00025,4,2025-02-08,True,3.985,2.31,4.62,3.61,3.12,3.99,4.33,5.0,4.9,responded,False,Technology,2,0.85,461,,,,123800.0,0,responded,3.8687500000000004,0,,0,0,0
E00025,5,2025-08-08,True,3.8137499999999998,2.49,4.05,3.53,3.78,3.97,3.71,4.19,4.79,responded,False,Technology,2,0.85,461,,,,123800.0,0,responded,3.985,0,,0,0,0
E00026,1,2024-03-08,True,4.0962499999999995,4.14,3.74,5.0,3.21,5.0,4.04,3.09,4.55,responded,False,Technology,2,0.92,461,,,,132700.0,0,,,0,,0,0,0
E00026,2,2024-07-08,True,4.32625,5.0,3.52,5.0,2.99,5.0,4.12,4.62,4.36,responded,False,Technology,2,0.92,461,,,,132700.0,0,responded,4.0962499999999995,0,,0,0,0
E00026,3,2024-10-31,True,4.32125,4.47,3.91,4.4,3.37,5.0,3.42,5.0,5.0,responded,False,Technology,2,0.92,461,,,,132700.0,0,responded,4.32625,0,,0,0,0
E00026,4,2025-02-08,True,4.45625,4.72,4.42,5.0,4.01,5.0,2.55,4.95,5.0,responded,False,Technology,2,0.92,461,,,,132700.0,0,responded,4.32125,0,,0,0,0
E00026,5,2025-08-08,True,4.1475,4.86,5.0,4.83,4.34,4.94,1.8,3.9,3.51,responded,False,Technology,2,0.92,461,,,,132700.0,0,responded,4.45625,0,,0,0,0
E00027,1,2024-03-08,True,2.93375,2.68,2.27,2.29,3.14,4.1,2.95,3.13,2.91,responded,False,Risk & Compliance,3,0.86,453,2025-04-30,voluntary,False,172700.0,0,,,0,418.0,0,0,0
E00027,2,2024-07-08,True,2.8325,2.6,1.43,1.97,2.62,3.9,3.39,3.95,2.8,responded,False,Risk & Compliance,3,0.86,453,2025-04-30,voluntary,False,172700.0,0,responded,2.93375,0,296.0,0,0,0
E00027,3,2024-10-31,True,2.77375,2.35,1.44,3.03,2.66,3.52,2.45,3.79,2.95,responded,False,Risk & Compliance,3,0.86,453,2025-04-30,voluntary,False,172700.0,0,responded,2.8325,0,181.0,0,0,0
E00027,4,2025-02-08,True,2.82125,2.07,2.31,2.71,2.22,3.78,2.78,3.91,2.79,responded,False,Risk & Compliance,3,0.86,453,2025-04-30,voluntary,False,172700.0,0,responded,2.77375,0,81.0,1,0,0
E00029,1,2024-03-08,True,3.47875,3.11,1.8,2.91,4.58,4.3,4.09,3.53,3.51,responded,False,Insurance,3,0.89,461,,,,177300.0,0,,,0,,0,0,0
E00029,2,2024-07-08,False,,,,,,,,,,silent,False,Insurance,3,0.89,461,,,,177300.0,1,responded,3.47875,1,,0,0,0
E00029,3,2024-10-31,True,3.3725,3.22,2.56,2.38,3.75,3.48,3.86,4.06,3.67,responded,False,Insurance,3,0.89,461,,,,177300.0,0,silent,,0,,0,0,0
E00029,4,2025-02-08,True,3.685,3.43,2.48,3.23,4.39,4.15,4.54,3.93,3.33,responded,False,Insurance,3,0.89,461,,,,177300.0,0,responded,3.3725,0,,0,0,0
E00029,5,2025-08-08,True,3.8812499999999996,5.0,3.13,4.01,4.42,4.82,3.72,3.59,2.36,responded,False,Insurance,3,0.89,461,,,,177300.0,0,responded,3.685,0,,0,0,0
E00030,1,2024-03-08,True,3.35,3.28,2.91,3.54,3.16,2.7,4.4,3.41,3.4,responded,False,Retail Banking,3,0.91,461,,,,182700.0,0,,,0,,0,0,0
E00030,2,2024-07-08,False,,,,,,,,,,silent,False,Retail Banking,3,0.91,461,,,,182700.0,1,responded,3.35,1,,0,0,0
E00030,3,2024-10-31,False,,,,,,,,,,silent,False,Retail Banking,3,0.91,461,,,,182700.0,2,silent,,0,,0,0,0
E00030,4,2025-02-08,True,3.45125,2.75,3.6,4.21,3.94,2.41,4.59,2.01,4.1,responded,False,Retail Banking,3,0.91,461,,,,182700.0,0,silent,,0,,0,0,0
E00030,5,2025-08-08,True,3.565,3.95,3.39,4.4,3.71,3.18,4.09,1.59,4.21,responded,False,Retail Banking,3,0.91,461,,,,182700.0,0,responded,3.45125,0,,0,0,0
E00031,1,2024-03-08,True,3.7912500000000002,3.73,3.62,3.12,2.94,4.1,4.84,3.35,4.63,responded,False,Technology,2,0.82,461,,,,119100.0,0,,,0,,0,0,0
E00031,2,2024-07-08,True,4.0,4.22,3.81,3.98,3.43,3.65,4.31,3.6,5.0,responded,False,Technology,2,0.82,461,,,,119100.0,0,responded,3.7912500000000002,0,,0,0,0
E00031,3,2024-10-31,True,4.0225,5.0,3.56,4.07,3.66,3.88,4.27,2.89,4.85,responded,False,Technology,2,0.82,461,,,,119100.0,0,responded,4.0,0,,0,0,0
E00031,4,2025-02-08,True,3.9699999999999998,4.54,3.31,4.41,3.67,3.3,4.81,2.72,5.0,responded,False,Technology,2,0.82,461,,,,119100.0,0,responded,4.0225,0,,0,0,0
E00031,5,2025-08-08,False,,,,,,,,,,silent,False,Technology,2,0.82,461,,,,119100.0,1,responded,3.9699999999999998,1,,0,0,0
E00033,1,2024-03-08,False,,,,,,,,,,silent,False,Wealth Management,2,0.86,461,,,,124100.0,1,,,0,,0,0,0
E00033,2,2024-07-08,True,3.81125,3.36,3.6,4.12,3.62,4.14,4.14,3.47,4.04,responded,False,Wealth Management,2,0.86,461,,,,124100.0,0,silent,,0,,0,0,0
E00033,3,2024-10-31,True,3.9299999999999997,4.6,3.81,3.33,3.71,4.56,3.9,3.5,4.03,responded,False,Wealth Management,2,0.86,461,,,,124100.0,0,responded,3.81125,0,,0,0,0
E00033,4,2025-02-08,True,4.085,4.22,4.36,2.69,4.81,4.57,3.89,3.68,4.46,responded,False,Wealth Management,2,0.86,461,,,,124100.0,0,responded,3.9299999999999997,0,,0,0,0
E00033,5,2025-08-08,True,3.7649999999999997,4.72,3.28,3.11,4.47,3.84,3.57,3.8,3.33,responded,False,Wealth Management,2,0.86,461,,,,124100.0,0,responded,4.085,0,,0,0,0
E00034,1,2024-03-08,True,2.965,3.09,3.3,2.54,1.87,3.22,3.13,3.56,3.01,responded,False,Technology,2,0.91,461,,,,131600.0,0,,,0,,0,0,0
E00034,2,2024-07-08,False,,,,,,,,,,silent,False,Technology,2,0.91,461,,,,131600.0,1,responded,2.965,1,,0,0,0
E00034,3,2024-10-31,True,3.21875,3.78,3.02,3.7,1.97,4.26,2.91,3.16,2.95,responded,False,Technology,2,0.91,461,,,,131600.0,0,silent,,0,,0,0,0
E00034,4,2025-02-08,True,3.6187500000000004,3.7,2.49,4.71,3.01,4.69,3.45,4.09,2.81,responded,False,Technology,2,0.91,461,,,,131600.0,0,responded,3.21875,0,,0,0,0
E00034,5,2025-08-08,True,3.2175000000000002,3.84,1.99,5.0,2.06,3.49,3.16,3.73,2.47,responded,False,Technology,2,0.91,461,,,,131600.0,0,responded,3.6187500000000004,0,,0,0,0
