employee_id,mgr_vol_loo,promo_rate,obs_days
E00394,0.0,0.3333333333333333,730
E00395,0.0,1.0,137
E00396,0.0,0.3333333333333333,730
E00397,0.0,0.0,730
E00398,0.16666666666666666,0.3333333333333333,730
E00399,0.07692307692307693,0.0,730
E00400,0.0,0.0,730
E00401,0.125,0.3333333333333333,730
E00402,0.25,0.0,680
E00403,0.0,0.0,730
E00404,0.0,0.0,730
E00405,0.5,0.3333333333333333,730
E00406,0.0,0.3333333333333333,730
E00407,0.0,0.0,536
E00408,0.125,0.0,730
E00409,0.0,0.0,730
E00410,0.0,0.0,730
E00411,0.0,0.3333333333333333,730
E00412,0.09090909090909091,0.6666666666666666,730
E00413,0.0,0.0,730
E00414,0.0,0.0,730
E00415,0.25,0.0,730
E00416,0.0,0.0,730
E00417,0.125,0.6666666666666666,730
E00418,0.0,0.3333333333333333,730
E00419,0.14285714285714285,0.0,730
E00420,0.0,0.0,730
E00421,0.0,0.0,730
E00423,0.0,0.0,730
E00425,0.0,0.6666666666666666,730
E00426,0.0,0.3333333333333333,730
E00427,0.5,0.0,730
E00428,0.14285714285714285,0.3333333333333333,730
E00429,0.125,0.3333333333333333,730
E00430,0.0,0.0,730
E00431,0.0,0.0,730
E00432,0.0,0.0,730
E00433,0.0,0.0,730
E00434,0.0,0.0,730
E00435,0.0,0.3333333333333333,730
E00436,0.047619047619047616,0.3333333333333333,730
E00437,0.25,0.3333333333333333,730
E00438,0.0,0.3333333333333333,730
E00439,0.0,0.0,730
E00440,0.2,0.6666666666666666,730
E00441,0.1,0.0,730
E00442,0.14285714285714285,0.0,730
E00443,0.0,0.3333333333333333,730
E00444,0.125,0.0,730
E00445,0.0,0.3333333333333333,730
E00446,0.0,0.3333333333333333,730
E00448,0.0,0.6666666666666666,730
E00449,0.05,0.6666666666666666,730
E00450,,0.3333333333333333,730
E00452,0.0,0.0,730
E00453,0.0,0.0,730
E00454,0.125,0.3333333333333333,730
E00455,0.0,0.0,730
E00456,0.25,0.0,730
E00457,0.2857142857142857,0.0,730
E00458,0.16666666666666666,0.0,730
E00459,0.0,0.0,79
E00460,0.3333333333333333,0.3333333333333333,730
E00461,0.16666666666666666,0.0,730
E00462,0.0,0.0,730
E00463,0.14285714285714285,0.0,730
E00464,0.125,0.0,730
E00465,,0.0,281
E00467,0.0,0.3333333333333333,730
E00469,0.1111111111111111,0.3333333333333333,730
E00470,0.0,0.6666666666666666,730
E00471,0.0,0.0,730
E00472,0.0,0.3333333333333333,730
E00473,0.125,0.0,730
E00474,0.25,0.0,730
E00475,0.0,0.3333333333333333,730
E00476,,0.0,730
E00477,0.25,0.0,730
E00478,0.0,0.0,730
E00479,0.0,0.0,730
E00481,0.25,0.0,730
E00482,0.0,0.0,730
E00483,0.08333333333333333,0.0,492
E00484,0.0,0.3333333333333333,730
E00486,0.0,0.0,730
E00487,0.0,0.0,730
E00489,0.2857142857142857,0.0,730
E00490,0.0,0.0,120
E00492,0.0,0.0,730
E00493,0.0,0.0,730
E00494,0.2,0.0,730
E00495,0.05263157894736842,0.0,730
E00497,0.2222222222222222,0.0,730
E00498,0.125,0.3333333333333333,730
E00499,0.0,0.3333333333333333,730
E00500,0.0,0.3333333333333333,730
E00501,0.06666666666666667,0.3333333333333333,730
E00502,0.0,0.0,730
E00503,0.0,0.0,730
E00504,0.0,0.0,730
E00505,0.3333333333333333,0.0,730
E00506,0.027777777777777776,0.3333333333333333,730
E00507,0.0,0.3333333333333333,730
E00508,0.0,0.3333333333333333,730
E00509,0.0,0.3333333333333333,730
E00510,0.0,0.6666666666666666,730
E00511,,0.0,730
E00512,0.15384615384615385,0.0,730
E00513,0.0,0.3333333333333333,730
E00514,0.0,0.0,730
E00515,0.0,0.0,730
E00516,0.0,0.0,730
E00517,0.0,0.3333333333333333,730
E00519,0.0,0.3333333333333333,730
E00520,0.125,0.0,730
E00521,0.07692307692307693,0.0,730
E00522,0.2,0.0,730
E00523,0.15384615384615385,0.0,730
E00525,0.0,0.3333333333333333,730
E00526,0.0,0.0,730
E00528,0.09090909090909091,0.3333333333333333,730
E00529,0.0,0.6666666666666666,730
E00530,0.0,0.0,730
E00531,0.0,0.0,730
E00532,0.14285714285714285,0.0,730
E00533,0.25,0.0,730
E00534,0.0,0.0,730
E00536,0.06666666666666667,0.0,730
E00537,0.0,0.0,242
E00538,0.0,0.0,35
E00540,0.0,0.6666666666666666,730
E00541,0.0,0.0,730
E00542,0.0,0.0,730
E00543,0.0,0.0,730
E00544,0.14285714285714285,0.0,730
E00545,0.0,0.3333333333333333,730
E00548,0.0,0.0,730
E00549,0.08695652173913043,0.0,730
E00550,0.25,0.3333333333333333,730
E00551,0.16666666666666666,0.0,172
E00552,0.1,0.0,730
E00553,0.0,0.0,730
E00555,0.0,0.0,730
E00556,,0.0,730
E00557,0.1,0.3333333333333333,730
E00558,0.0,0.0,240
E00559,0.125,0.0,730
E00560,0.2,0.3333333333333333,730
E00561,0.0,0.0,730
E00562,0.15384615384615385,0.3333333333333333,730
E00563,0.3333333333333333,0.0,730
E00564,0.25,0.3333333333333333,730
E00565,0.0,0.5,384
E00566,0.0,0.0,730
E00567,0.16666666666666666,0.0,730
E00568,0.0,0.0,730
E00569,0.0,0.0,730
E00570,0.1,0.3333333333333333,730
E00571,0.0,0.3333333333333333,730
E00572,0.0,0.6666666666666666,730
E00573,0.0,0.0,140
E00575,0.0,0.0,730
E00576,0.08333333333333333,0.3333333333333333,730
E00577,0.0,0.6666666666666666,730
E00578,0.0,0.0,159
E00580,0.0,0.0,730
E00581,0.0,0.0,730
E00582,0.14285714285714285,0.0,730
E00583,0.08333333333333333,0.0,730
E00585,0.0,0.0,730
E00586,0.2,0.0,730
E00587,0.0,0.0,730
E00588,0.0,0.0,81
E00589,0.125,0.0,730
E00590,0.0,0.0,730
E00591,0.0,0.0,151
E00592,0.0,0.0,730
E00593,0.0,0.0,730
E00594,0.05263157894736842,0.0,730
E00595,0.0,0.0,730
E00596,0.2,0.0,730
E00597,0.0,0.0,730
E00598,0.2,0.3333333333333333,730
E00599,0.0,0.0,730
E00601,0.1111111111111111,0.0,730
E00602,0.2222222222222222,0.6666666666666666,730
E00603,0.0,1.0,32
E00605,0.25,0.0,730
E00606,0.0,0.0,730
E00607,0.0,0.3333333333333333,730
E00608,0.2,0.0,730
E00611,0.0,0.0,730
E00612,0.0,0.0,730
E00613,0.0,0.3333333333333333,730
E00614,0.0,0.0,730
E00615,0.0,0.0,730
E00616,0.0,0.0,638
E00617,0.0,0.0,730
E00618,0.0,0.3333333333333333,730
E00619,0.0,0.0,730
E00620,,0.0,730
E00621,0.2,0.6666666666666666,730
E00622,0.0,0.3333333333333333,730
E00623,0.0,0.6666666666666666,730
E00624,0.0,0.0,730
E00625,0.25,0.0,730
E00626,0.0,0.0,730
E00627,0.0,0.0,730
E00628,0.1111111111111111,0.0,730
E00629,0.0,0.0,730
E00631,0.2857142857142857,0.0,730
E00632,0.0,0.0,730
E00633,0.0,0.3333333333333333,730
E00634,0.0,0.6666666666666666,730
E00635,0.0,0.0,730
E00636,0.0,0.0,730
E00637,0.0,0.3333333333333333,730
E00638,0.0,0.0,730
E00639,0.0,0.5,483
E00640,0.0,0.3333333333333333,730
E00643,0.0,0.3333333333333333,730
E00644,0.25,0.0,730
E00645,0.0,0.0,730
E00646,0.0,0.3333333333333333,730
E00647,0.14285714285714285,0.0,730
E00648,0.0,1.0,86
E00649,0.0,0.3333333333333333,730
E00650,0.0,0.6666666666666666,730
E00651,0.16666666666666666,0.0,730
E00652,0.0,0.6666666666666666,730
E00654,0.0,0.0,577
E00655,0.0,0.6666666666666666,730
E00656,0.0,0.0,730
E00657,0.0,0.0,730
E00658,,0.0,730
E00659,0.1111111111111111,0.0,730
E00660,0.16666666666666666,0.0,222
E00661,0.0,0.0,575
E00662,0.0,0.3333333333333333,730
E00663,0.0,0.3333333333333333,730
E00664,0.0,0.0,730
E00665,0.0,0.3333333333333333,730
E00666,0.0,0.0,730
E00667,0.0,0.0,730
E00668,0.0,0.3333333333333333,730
E00669,0.0,0.0,439
E00670,,0.0,730
E00671,0.2,0.0,730
E00672,0.0,0.6666666666666666,730
E00673,0.0,0.0,730
E00674,,0.6666666666666666,730
E00675,0.5,0.0,168
E00676,0.0,0.0,730
E00677,0.09090909090909091,0.0,730
E00678,0.08333333333333333,0.3333333333333333,730
E00679,0.0,0.0,730
E00680,0.0,0.0,730
E00681,0.0,0.0,396
E00682,0.0,0.3333333333333333,730
E00683,0.1,0.0,730
E00684,0.125,0.3333333333333333,730
E00685,0.0,0.3333333333333333,730
E00686,0.0,0.0,730
E00687,0.07692307692307693,1.0,284
E00688,0.0,0.0,730
E00689,0.15384615384615385,0.0,730
E00691,0.1,0.0,730
E00692,0.0,0.0,730
E00693,0.06666666666666667,0.0,730
E00694,0.0,0.0,730
E00695,0.0,0.0,730
E00696,0.0,0.0,235
E00697,0.0,0.3333333333333333,730
E00698,0.1,0.0,730
E00699,0.0,0.6666666666666666,730
E00700,0.0,0.0,730
E00701,0.08333333333333333,0.0,730
E00702,0.0,0.0,730
E00703,0.0,0.6666666666666666,730
E00704,0.09090909090909091,0.0,730
E00705,0.0,0.3333333333333333,730
E00706,0.0,0.6666666666666666,730
E00707,0.0,1.0,119
E00708,0.15384615384615385,0.3333333333333333,730
E00709,0.2,0.3333333333333333,730
E00710,0.0,0.0,730
E00711,0.0,0.0,730
E00712,0.0,0.0,730
E00713,0.0,0.0,384
E00714,0.16666666666666666,0.0,730
E00715,0.25,0.3333333333333333,730
E00716,0.0,0.3333333333333333,730
E00717,0.0,0.3333333333333333,730
E00719,0.0,0.6666666666666666,730
E00720,0.0,0.3333333333333333,730
E00721,0.0,1.0,730
E00722,0.0,0.3333333333333333,730
E00723,0.2857142857142857,0.0,730
E00724,0.0,0.3333333333333333,730
E00725,0.14285714285714285,0.3333333333333333,730
E00726,0.0,0.0,730
E00727,0.0,0.0,730
E00728,0.09090909090909091,0.6666666666666666,730
E00729,0.0,0.3333333333333333,730
E00730,0.0,0.3333333333333333,730
E00731,0.0,0.6666666666666666,730
E00732,0.0,0.0,730
E00733,0.0,0.3333333333333333,730
E00734,0.0,0.0,249
E00735,0.0,1.0,190
E00736,0.0,0.3333333333333333,730
E00737,0.5,0.0,730
E00738,0.2222222222222222,0.0,730
E00739,0.0,0.3333333333333333,730
E00740,0.0,0.0,730
E00741,0.2,0.3333333333333333,730
E00742,0.2,0.3333333333333333,730
E00743,0.16666666666666666,0.3333333333333333,730
E00744,0.0,0.0,60
E00745,0.1111111111111111,0.6666666666666666,730
E00746,0.0,0.0,730
E00747,0.0,0.0,730
E00748,0.0,0.3333333333333333,730
E00749,0.0,0.0,730
E00750,0.0,0.0,730
E00751,0.0,0.3333333333333333,730
E00752,0.0,0.0,730
E00753,0.16666666666666666,0.3333333333333333,730
E00754,0.0,0.6666666666666666,730
E00757,0.0,0.0,730
E00758,0.0,0.0,730
E00759,0.0,0.0,730
E00760,0.0,0.0,730
E00762,0.0,0.0,730
E00763,0.0,0.0,730
E00764,0.0,0.0,730
E00765,0.0,0.3333333333333333,730
E00766,0.0,0.0,730
E00767,0.0,0.0,730
E00768,0.0,0.0,730
E00769,0.0,0.3333333333333333,730
E00770,0.0,0.0,730
E00771,0.0,0.0,730
E00772,0.0,0.0,730
E00773,0.0,0.3333333333333333,730
E00774,0.1,0.3333333333333333,730
E00775,0.0,0.0,730
E00776,0.0,0.0,730
E00777,0.0,0.0,730
E00778,0.0,0.0,730
E00779,0.125,0.6666666666666666,730
E00780,0.0,0.3333333333333333,730
E00781,0.0,0.0,730
E00782,0.14285714285714285,0.0,730
E00783,0.0,0.0,730
E00784,0.0,0.3333333333333333,730
E00785,0.0,0.0,161
E00786,0.2222222222222222,0.0,730
E00788,0.125,0.0,730
E00789,0.0,0.0,730
E00790,0.0,0.3333333333333333,730
E00791,0.0,0.0,592
E00792,0.0,0.0,730
E00793,0.0,0.0,730
E00794,0.0,0.0,81
E00795,0.0,0.0,365
E00796,0.0,0.0,143
E00797,0.0,0.0,730
E00798,0.0,0.3333333333333333,730
E00799,0.0,0.0,730
E00800,0.14285714285714285,0.0,730
E00801,0.0,0.3333333333333333,730
E00802,0.0,0.3333333333333333,730
E00803,0.0,0.0,730
E00805,0.0,0.0,730
E00806,0.2222222222222222,0.0,455
E00807,0.0,0.5,365
E00808,0.05263157894736842,0.0,730
E00809,0.0,0.0,730
E00810,0.0,0.0,669
E00811,0.0,0.0,59
E00812,0.08695652173913043,0.0,730
E00813,0.0,0.3333333333333333,730
E00814,,0.3333333333333333,730
E00815,0.0,0.0,273
E00816,0.0,0.3333333333333333,730
E00817,0.0,0.0,730
E00819,0.07692307692307693,0.0,74
E00820,0.0,0.0,730
E00821,0.0,0.0,730
E00822,0.15384615384615385,0.0,730
E00823,0.0,0.0,730
E00824,0.25,0.0,730
E00825,0.0,0.0,730
E00826,0.0,0.3333333333333333,730
E00827,0.0,0.0,730
E00828,0.0,0.3333333333333333,730
E00829,0.0,0.5,453
E00830,0.027777777777777776,0.0,730
E00831,,0.0,730
E00832,0.0,0.0,730
E00833,0.0,0.0,730
E00834,0.0,0.0,354
E00835,,0.0,146
E00836,0.2,1.0,45
E00837,0.2,0.0,730
E00838,0.0,0.3333333333333333,730
E00839,0.0,0.0,730
E00842,0.2857142857142857,0.0,730
E00843,0.0,0.3333333333333333,730
E00844,0.0,0.3333333333333333,730
E00845,0.14285714285714285,0.0,730
E00846,0.0,0.0,730
E00847,0.15384615384615385,0.3333333333333333,730
E00848,0.0,0.3333333333333333,730
E00849,0.07692307692307693,0.0,347
E00850,0.125,0.0,730
E00851,0.1,0.6666666666666666,730
E00852,0.0,0.6666666666666666,730
E00853,0.3333333333333333,0.3333333333333333,730
E00854,0.0,0.0,730
E00855,0.0,0.0,730
E00857,0.1111111111111111,0.0,730
E00858,0.0,0.0,730
E00859,0.0,0.0,730
E00860,0.0,0.0,730
E00861,0.0,0.0,85
E00863,0.0,0.3333333333333333,730
E00864,0.0,0.0,730
E00865,0.0,0.3333333333333333,730
E00866,0.14285714285714285,0.0,730
E00867,0.0,0.0,730
E00868,0.0,0.0,310
E00869,0.0,0.0,730
E00870,0.0,0.6666666666666666,730
E00872,0.0,0.0,730
E00873,0.0,0.0,730
E00874,0.0,0.0,333
E00875,0.08333333333333333,0.0,669
E00876,0.1,0.6666666666666666,730
E00877,0.0,0.0,730
E00878,0.125,0.0,730
E00879,0.16666666666666666,0.0,730
E00880,0.0,0.0,730
E00881,0.0,0.6666666666666666,730
E00882,0.0,0.6666666666666666,730
E00883,0.0,0.0,730
E00884,0.07692307692307693,0.0,730
E00885,0.0,0.0,730
E00886,0.0,0.0,730
E00887,0.15384615384615385,0.0,730
E00888,0.0,0.3333333333333333,730
E00889,0.0,0.6666666666666666,730
E00890,0.0,0.0,730
E00891,0.0,0.0,68
E00892,0.125,0.3333333333333333,730
E00894,0.0,0.0,730
E00895,0.0,0.0,730
E00896,0.0,0.0,730
E00898,0.0,0.3333333333333333,730
E00900,0.2,0.0,730
E00901,0.0,0.3333333333333333,730
E00902,0.0,0.0,240
E00903,0.125,0.0,730
E00904,0.0,0.3333333333333333,730
E00905,0.0,0.0,730
E00906,0.13333333333333333,0.0,730
E00908,0.2,0.0,730
E00909,0.0,0.6666666666666666,730
E00910,0.0,0.0,730
E00911,0.047619047619047616,0.0,730
E00912,0.0,0.3333333333333333,730
E00914,0.027777777777777776,0.3333333333333333,730
E00915,0.0,0.0,630
E00916,0.0,0.0,730
E00917,0.0,0.3333333333333333,730
E00918,0.0,0.3333333333333333,730
E00919,0.5,0.3333333333333333,730
E00920,0.0,0.0,730
E00921,0.0,0.0,730
E00922,0.0,0.6666666666666666,730
E00923,0.0,0.0,469
E00925,0.0,0.3333333333333333,730
E00926,0.125,0.0,730
E00927,0.0,0.3333333333333333,730
E00928,0.0,0.3333333333333333,730
E00929,0.5,0.0,730
E00930,0.0,0.0,730
E00931,0.0,0.0,730
E00932,0.0,0.3333333333333333,730
E00933,,0.0,730
E00934,0.0,0.0,730
E00935,0.0,0.3333333333333333,730
E00936,0.0,0.0,30
E00937,0.0,0.0,730
E00938,0.0,0.3333333333333333,626
E00939,0.2857142857142857,0.3333333333333333,730
E00940,0.125,0.0,730
E00941,0.2,0.3333333333333333,730
E00942,0.0,0.3333333333333333,730
E00943,0.0,0.3333333333333333,730
E00944,0.0,0.0,730
E00946,0.0,0.0,730
