employee_id,wave_number,survey_date,response_flag,manager_effectiveness,psychological_safety,recognition,career_development,senior_leadership_trust,purpose_meaning,wellbeing,confidence_in_role_future,exit_dt,voluntary,regrettable,hipo,compa_ratio,salary,department,boundary,silent,quit_next,reg_next,exit_type,invol_next
E00004,3,2024-09-03,True,2.84,4.19,3.93,4.12,3.04,3.14,2.52,4.26,,0,0,0,0.87,125500.0,Insurance,2025-02-01,0,0,0,,0
E00004,4,2025-02-03,True,2.64,3.91,3.65,4.62,2.39,3.45,2.05,3.29,,0,0,0,0.87,125500.0,Insurance,2025-08-01,0,0,0,,0
E00004,5,2025-08-03,True,2.14,3.68,2.1,3.36,3.72,4.3,1.98,2.89,,0,0,0,0.87,125500.0,Insurance,2025-12-31,0,0,0,,0
E00005,1,2024-03-05,True,4.21,3.69,3.49,5.0,3.21,3.05,2.83,2.85,2024-12-24,1,0,0,0.91,132400.0,Wealth Management,2024-07-01,0,0,0,voluntary,0
E00005,2,2024-07-01,True,4.85,4.1,3.09,4.49,3.33,4.1,2.29,3.79,2024-12-24,1,0,0,0.91,132400.0,Wealth Management,2024-10-01,0,0,0,voluntary,0
E00005,3,2024-09-28,False,,,,,,,,,2024-12-24,1,0,0,0.91,132400.0,Wealth Management,2025-02-01,1,1,0,voluntary,0
E00006,1,2024-02-25,True,3.02,3.11,3.56,4.04,2.74,2.53,3.39,4.15,2025-04-17,1,0,0,0.83,120600.0,Corporate Operations,2024-07-01,0,0,0,voluntary,0
E00006,2,2024-07-06,False,,,,,,,,,2025-04-17,1,0,0,0.83,120600.0,Corporate Operations,2024-10-01,1,0,0,voluntary,0
E00006,3,2024-10-14,True,3.25,2.45,2.16,3.6,2.88,2.48,2.52,4.25,2025-04-17,1,0,0,0.83,120600.0,Corporate Operations,2025-02-01,0,0,0,voluntary,0
E00006,4,2025-02-04,True,2.82,3.09,3.24,3.61,2.69,1.39,2.57,2.66,2025-04-17,1,0,0,0.83,120600.0,Corporate Operations,2025-08-01,0,1,0,voluntary,0
E00007,1,2024-02-24,True,5.0,2.82,3.85,3.38,3.48,4.66,4.81,2.93,,0,0,0,0.92,133400.0,Wealth Management,2024-07-01,0,0,0,,0
E00007,2,2024-06-27,True,5.0,2.88,3.18,2.97,3.29,4.89,5.0,2.6,,0,0,0,0.92,133400.0,Wealth Management,2024-10-01,0,0,0,,0
E00007,3,2024-09-20,True,4.58,2.38,3.11,2.96,3.43,3.85,4.04,3.41,,0,0,0,0.92,133400.0,Wealth Management,2025-02-01,0,0,0,,0
E00007,4,2025-02-01,True,4.93,3.64,3.06,2.99,3.06,5.0,3.89,3.1,,0,0,0,0.92,133400.0,Wealth Management,2025-08-01,0,0,0,,0
E00007,5,2025-07-27,False,,,,,,,,,,0,0,0,0.92,133400.0,Wealth Management,2025-12-31,1,0,0,,0
E00009,1,2024-03-04,False,,,,,,,,,,0,0,0,0.9,130700.0,Retail Banking,2024-07-01,1,0,0,,0
E00009,2,2024-07-06,True,2.73,2.31,2.68,3.09,2.62,3.79,2.66,5.0,,0,0,0,0.9,130700.0,Retail Banking,2024-10-01,0,0,0,,0
E00009,3,2024-10-12,True,2.83,2.24,2.39,3.41,2.66,4.07,2.89,4.73,,0,0,0,0.9,130700.0,Retail Banking,2025-02-01,0,0,0,,0
E00009,4,2025-01-25,True,1.87,2.35,2.38,3.12,2.18,4.69,1.61,3.61,,0,0,0,0.9,130700.0,Retail Banking,2025-08-01,0,0,0,,0
E00009,5,2025-08-04,True,2.05,2.37,2.58,3.22,1.78,3.75,2.19,2.94,,0,0,0,0.9,130700.0,Retail Banking,2025-12-31,0,0,0,,0
E00010,1,2024-02-29,True,3.9,3.05,4.03,3.52,4.21,2.01,3.33,3.13,,0,0,0,0.87,126400.0,Retail Banking,2024-07-01,0,0,0,,0
E00010,2,2024-06-25,False,,,,,,,,,,0,0,0,0.87,126400.0,Retail Banking,2024-10-01,1,0,0,,0
E00010,3,2024-10-17,True,3.1,2.46,3.37,3.72,4.69,2.1,4.52,3.32,,0,0,0,0.87,126400.0,Retail Banking,2025-02-01,0,0,0,,0
E00010,4,2025-01-28,True,3.26,4.27,4.02,3.84,4.27,1.77,3.31,4.56,,0,0,0,0.87,126400.0,Retail Banking,2025-08-01,0,0,0,,0
E00010,5,2025-08-02,True,4.57,3.55,4.9,4.0,4.56,1.76,3.16,4.44,,0,0,0,0.87,126400.0,Retail Banking,2025-12-31,0,0,0,,0
E00011,1,2024-03-07,True,3.72,3.59,2.7,3.95,3.35,3.86,2.69,4.09,,0,0,0,0.86,125100.0,Retail Banking,2024-07-01,0,0,0,,0
E00011,2,2024-07-08,True,4.07,4.19,2.48,4.15,3.11,3.62,4.36,3.74,,0,0,0,0.86,125100.0,Retail Banking,2024-10-01,0,0,0,,0
E00011,3,2024-09-23,False,,,,,,,,,,0,0,0,0.86,125100.0,Retail Banking,2025-02-01,1,0,0,,0
E00011,4,2025-02-06,True,4.62,2.87,2.19,3.99,3.75,5.0,4.18,3.87,,0,0,0,0.86,125100.0,Retail Banking,2025-08-01,0,0,0,,0
E00011,5,2025-08-05,True,4.4,3.05,1.0,3.06,3.74,4.39,2.74,4.17,,0,0,0,0.86,125100.0,Retail Banking,2025-12-31,0,0,0,,0
E00012,1,2024-02-26,True,3.56,2.73,4.59,3.08,3.28,2.95,3.73,2.45,,0,0,0,0.87,126300.0,Technology,2024-07-01,0,0,0,,0
E00012,2,2024-07-03,True,3.58,1.72,3.78,3.13,3.33,3.85,3.32,3.1,,0,0,0,0.87,126300.0,Technology,2024-10-01,0,0,0,,0
E00012,3,2024-10-01,False,,,,,,,,,,0,0,0,0.87,126300.0,Technology,2025-02-01,1,0,0,,0
E00012,4,2025-01-28,True,2.5,1.92,4.23,3.4,3.21,3.99,3.46,2.48,,0,0,0,0.87,126300.0,Technology,2025-08-01,0,0,0,,0
E00012,5,2025-07-31,True,3.4,2.67,4.21,3.83,3.68,3.73,4.4,3.44,,0,0,0,0.87,126300.0,Technology,2025-12-31,0,0,0,,0
E00013,1,2024-03-01,True,3.59,5.0,3.3,3.27,4.63,2.72,3.91,1.52,,0,0,1,0.86,124300.0,Retail Banking,2024-07-01,0,0,0,,0
E00013,2,2024-07-07,True,2.84,5.0,3.2,3.13,4.33,2.9,2.37,2.57,,0,0,1,0.86,124300.0,Retail Banking,2024-10-01,0,0,0,,0
E00013,3,2024-09-29,True,3.24,5.0,3.08,3.33,4.07,3.55,3.06,1.39,,0,0,1,0.86,124300.0,Retail Banking,2025-02-01,0,0,0,,0
E00013,4,2025-02-08,True,3.93,4.78,3.21,3.15,4.49,3.06,3.04,2.25,,0,0,1,0.86,124300.0,Retail Banking,2025-08-01,0,0,0,,0
E00013,5,2025-07-26,True,3.97,4.54,2.38,3.05,5.0,2.34,3.41,3.38,,0,0,1,0.86,124300.0,Retail Banking,2025-12-31,0,0,0,,0
E00014,1,2024-03-03,True,3.98,4.21,3.19,4.03,3.82,2.79,3.0,3.02,,0,0,0,0.84,122200.0,Corporate Operations,2024-07-01,0,0,0,,0
E00014,2,2024-06-30,True,5.0,3.86,3.35,3.94,3.55,2.9,3.98,2.91,,0,0,0,0.84,122200.0,Corporate Operations,2024-10-01,0,0,0,,0
E00014,3,2024-09-17,True,4.46,3.94,3.42,4.32,4.13,3.49,3.12,2.75,,0,0,0,0.84,122200.0,Corporate Operations,2025-02-01,0,0,0,,0
E00014,4,2025-02-02,False,,,,,,,,,,0,0,0,0.84,122200.0,Corporate Operations,2025-08-01,1,0,0,,0
E00014,5,2025-07-26,False,,,,,,,,,,0,0,0,0.84,122200.0,Corporate Operations,2025-12-31,1,0,0,,0
E00015,1,2024-03-01,True,4.34,3.46,3.97,3.02,2.06,1.41,4.5,3.58,,0,0,0,0.84,121100.0,Wealth Management,2024-07-01,0,0,0,,0
E00015,2,2024-06-27,True,4.6,3.37,3.92,2.56,2.27,1.75,4.95,3.29,,0,0,0,0.84,121100.0,Wealth Management,2024-10-01,0,0,0,,0
E00015,3,2024-09-15,True,3.35,4.06,5.0,1.64,2.36,3.49,4.26,3.52,,0,0,0,0.84,121100.0,Wealth Management,2025-02-01,0,0,0,,0
E00015,4,2025-02-07,True,4.64,4.54,3.32,2.16,1.87,2.95,4.63,3.33,,0,0,0,0.84,121100.0,Wealth Management,2025-08-01,0,0,0,,0
E00015,5,2025-07-27,True,3.14,4.9,3.44,2.38,1.58,3.2,4.55,2.96,,0,0,0,0.84,121100.0,Wealth Management,2025-12-31,0,0,0,,0
E00016,1,2024-03-04,True,2.8,2.46,3.12,3.23,3.63,4.02,3.18,1.48,,0,0,0,0.88,127900.0,Retail Banking,2024-07-01,0,0,0,,0
E00016,2,2024-07-07,True,3.21,1.91,4.18,2.22,4.28,4.22,2.62,1.33,,0,0,0,0.88,127900.0,Retail Banking,2024-10-01,0,0,0,,0
E00016,3,2024-10-26,True,3.93,3.1,3.65,1.67,4.67,3.9,3.07,2.46,,0,0,0,0.88,127900.0,Retail Banking,2025-02-01,0,0,0,,0
E00016,4,2025-01-27,True,3.47,5.0,2.85,2.19,4.39,3.84,2.42,1.57,,0,0,0,0.88,127900.0,Retail Banking,2025-08-01,0,0,0,,0
E00016,5,2025-08-01,True,2.82,4.33,3.57,2.33,4.65,4.67,2.3,2.73,,0,0,0,0.88,127900.0,Retail Banking,2025-12-31,0,0,0,,0
E00017,1,2024-03-08,True,3.76,3.15,2.51,3.03,1.79,2.7,2.21,3.47,,0,0,1,0.96,139100.0,Retail Banking,2024-07-01,0,0,0,,0
E00017,2,2024-07-01,True,4.34,3.13,2.97,1.77,1.84,3.05,2.22,3.76,,0,0,1,0.96,139100.0,Retail Banking,2024-10-01,0,0,0,,0
E00017,3,2024-09-29,True,4.23,3.24,2.59,1.98,1.62,3.69,2.11,3.83,,0,0,1,0.96,139100.0,Retail Banking,2025-02-01,0,0,0,,0
E00017,4,2025-01-26,True,4.35,3.02,1.7,1.95,2.16,2.76,1.42,2.86,,0,0,1,0.96,139100.0,Retail Banking,2025-08-01,0,0,0,,0
E00017,5,2025-07-29,True,4.92,2.1,1.0,1.99,1.34,2.39,2.71,2.32,,0,0,1,0.96,139100.0,Retail Banking,2025-12-31,0,0,0,,0
E00018,1,2024-02-28,True,2.93,5.0,2.7,2.03,3.12,2.18,4.13,3.13,,0,0,0,0.92,174800.0,Risk & Compliance,2024-07-01,0,0,0,,0
E00018,2,2024-07-04,True,2.28,4.03,1.91,1.64,3.44,2.99,4.63,3.3,,0,0,0,0.92,174800.0,Risk & Compliance,2024-10-01,0,0,0,,0
E00018,3,2024-09-11,True,2.79,4.99,1.81,2.91,3.16,2.89,4.42,3.07,,0,0,0,0.92,174800.0,Risk & Compliance,2025-02-01,0,0,0,,0
E00018,4,2025-01-29,True,2.84,4.42,1.87,3.46,2.99,2.92,4.28,3.42,,0,0,0,0.92,174800.0,Risk & Compliance,2025-08-01,0,0,0,,0
E00018,5,2025-08-08,True,2.71,3.53,3.19,4.19,3.68,3.42,4.98,3.29,,0,0,0,0.92,174800.0,Risk & Compliance,2025-12-31,0,0,0,,0
E00019,1,2024-03-04,True,4.03,2.86,3.85,4.41,4.43,3.42,3.63,3.92,,0,0,0,0.8,115500.0,Retail Banking,2024-07-01,0,0,0,,0
E00019,2,2024-06-26,True,3.43,3.67,4.18,4.89,4.79,4.15,4.27,4.17,,0,0,0,0.8,115500.0,Retail Banking,2024-10-01,0,0,0,,0
E00019,3,2024-09-03,True,3.99,3.5,4.42,4.2,3.38,4.16,5.0,4.46,,0,0,0,0.8,115500.0,Retail Banking,2025-02-01,0,0,0,,0
E00019,4,2025-01-25,True,2.94,3.6,4.18,4.43,4.13,4.68,3.73,4.77,,0,0,0,0.8,115500.0,Retail Banking,2025-08-01,0,0,0,,0
E00019,5,2025-08-04,False,,,,,,,,,,0,0,0,0.8,115500.0,Retail Banking,2025-12-31,1,0,0,,0
E00020,1,2024-03-08,True,1.36,4.53,3.17,3.12,1.0,2.58,2.35,2.6,,0,0,0,0.9,129800.0,Corporate Operations,2024-07-01,0,0,0,,0
E00020,2,2024-06-29,True,1.03,4.46,2.56,2.89,1.0,2.13,2.41,2.52,,0,0,0,0.9,129800.0,Corporate Operations,2024-10-01,0,0,0,,0
E00020,3,2024-09-07,True,1.16,4.25,3.32,3.25,1.58,1.62,1.55,2.56,,0,0,0,0.9,129800.0,Corporate Operations,2025-02-01,0,0,0,,0
E00020,4,2025-02-03,True,1.0,4.0,2.14,3.42,1.97,2.3,1.83,2.65,,0,0,0,0.9,129800.0,Corporate Operations,2025-08-01,0,0,0,,0
E00020,5,2025-07-28,True,1.82,3.1,1.14,3.35,1.61,2.52,1.27,1.5,,0,0,0,0.9,129800.0,Corporate Operations,2025-12-31,0,0,0,,0
E00021,1,2024-02-25,False,,,,,,,,,2024-05-24,1,0,0,0.87,125500.0,Insurance,2024-07-01,1,1,0,voluntary,0
E00022,1,2024-03-02,True,5.0,3.03,4.26,5.0,4.36,3.87,4.92,3.95,,0,0,0,0.89,129400.0,Insurance,2024-07-01,0,0,0,,0
E00022,2,2024-06-29,True,5.0,3.26,4.7,5.0,3.88,2.84,4.71,4.26,,0,0,0,0.89,129400.0,Insurance,2024-10-01,0,0,0,,0
E00022,3,2024-09-22,True,4.42,2.14,5.0,4.61,4.21,4.13,3.81,3.54,,0,0,0,0.89,129400.0,Insurance,2025-02-01,0,0,0,,0
E00022,4,2025-01-30,True,4.76,2.71,4.31,4.72,4.36,3.02,4.24,4.26,,0,0,0,0.89,129400.0,Insurance,2025-08-01,0,0,0,,0
E00022,5,2025-08-05,True,3.76,3.94,3.56,4.29,5.0,3.1,4.86,4.34,,0,0,0,0.89,129400.0,Insurance,2025-12-31,0,0,0,,0
E00023,1,2024-02-24,True,5.0,4.55,4.03,4.18,4.89,3.86,4.4,4.35,2025-07-04,1,0,0,0.88,175400.0,Technology,2024-07-01,0,0,0,voluntary,0
E00023,2,2024-06-26,False,,,,,,,,,2025-07-04,1,0,0,0.88,175400.0,Technology,2024-10-01,1,0,0,voluntary,0
E00023,3,2024-09-15,True,4.12,4.46,4.14,4.35,5.0,3.98,4.8,4.59,2025-07-04,1,0,0,0.88,175400.0,Technology,2025-02-01,0,0,0,voluntary,0
E00023,4,2025-01-30,True,2.8,4.01,4.6,4.45,5.0,4.03,5.0,3.53,2025-07-04,1,0,0,0.88,175400.0,Technology,2025-08-01,0,1,0,voluntary,0
E00024,1,2024-03-04,True,4.07,3.5,1.6,3.56,4.18,2.94,4.92,4.11,,0,0,0,1.05,287300.0,Wealth Management,2024-07-01,0,0,0,,0
E00024,2,2024-07-04,True,4.54,2.47,2.74,4.66,4.02,3.31,4.82,4.29,,0,0,0,1.05,287300.0,Wealth Management,2024-10-01,0,0,0,,0
E00024,3,2024-10-19,True,4.36,1.54,2.62,4.8,3.55,2.98,3.77,3.79,,0,0,0,1.05,287300.0,Wealth Management,2025-02-01,0,0,0,,0
E00024,4,2025-01-25,True,4.68,1.68,3.24,4.24,4.1,3.07,4.1,4.27,,0,0,0,1.05,287300.0,Wealth Management,2025-08-01,0,0,0,,0
E00024,5,2025-08-06,True,4.79,2.78,4.25,4.29,3.43,3.92,3.77,4.47,,0,0,0,1.05,287300.0,Wealth Management,2025-12-31,0,0,0,,0
E00025,1,2024-02-24,True,2.47,4.15,3.91,3.74,3.26,4.34,4.55,5.0,,0,0,0,0.85,123800.0,Technology,2024-07-01,0,0,0,,0
E00025,2,2024-07-08,True,2.56,4.12,2.71,2.82,3.24,5.0,4.12,5.0,,0,0,0,0.85,123800.0,Technology,2024-10-01,0,0,0,,0
E00025,3,2024-10-13,True,2.76,4.83,3.42,3.41,2.37,4.93,4.9,4.33,,0,0,0,0.85,123800.0,Technology,2025-02-01,0,0,0,,0
E00025,4,2025-01-27,True,2.31,4.62,3.61,3.12,3.99,4.33,5.0,4.9,,0,0,0,0.85,123800.0,Technology,2025-08-01,0,0,0,,0
E00025,5,2025-07-31,True,2.49,4.05,3.53,3.78,3.97,3.71,4.19,4.79,,0,0,0,0.85,123800.0,Technology,2025-12-31,0,0,0,,0
E00026,1,2024-03-05,True,4.14,3.74,5.0,3.21,5.0,4.04,3.09,4.55,,0,0,0,0.92,132700.0,Technology,2024-07-01,0,0,0,,0
E00026,2,2024-07-07,True,5.0,3.52,5.0,2.99,5.0,4.12,4.62,4.36,,0,0,0,0.92,132700.0,Technology,2024-10-01,0,0,0,,0
E00026,3,2024-10-21,True,4.47,3.91,4.4,3.37,5.0,3.42,5.0,5.0,,0,0,0,0.92,132700.0,Technology,2025-02-01,0,0,0,,0
E00026,4,2025-01-31,True,4.72,4.42,5.0,4.01,5.0,2.55,4.95,5.0,,0,0,0,0.92,132700.0,Technology,2025-08-01,0,0,0,,0
E00026,5,2025-07-30,True,4.86,5.0,4.83,4.34,4.94,1.8,3.9,3.51,,0,0,0,0.92,132700.0,Technology,2025-12-31,0,0,0,,0
E00027,1,2024-02-29,True,2.68,2.27,2.29,3.14,4.1,2.95,3.13,2.91,2025-04-30,1,0,0,0.86,172700.0,Risk & Compliance,2024-07-01,0,0,0,voluntary,0
E00027,2,2024-07-02,True,2.6,1.43,1.97,2.62,3.9,3.39,3.95,2.8,2025-04-30,1,0,0,0.86,172700.0,Risk & Compliance,2024-10-01,0,0,0,voluntary,0
E00027,3,2024-09-18,True,2.35,1.44,3.03,2.66,3.52,2.45,3.79,2.95,2025-04-30,1,0,0,0.86,172700.0,Risk & Compliance,2025-02-01,0,0,0,voluntary,0
E00027,4,2025-02-02,True,2.07,2.31,2.71,2.22,3.78,2.78,3.91,2.79,2025-04-30,1,0,0,0.86,172700.0,Risk & Compliance,2025-08-01,0,1,0,voluntary,0
E00029,1,2024-02-23,True,3.11,1.8,2.91,4.58,4.3,4.09,3.53,3.51,,0,0,0,0.89,177300.0,Insurance,2024-07-01,0,0,0,,0
E00029,2,2024-06-27,False,,,,,,,,,,0,0,0,0.89,177300.0,Insurance,2024-10-01,1,0,0,,0
E00029,3,2024-10-30,True,3.22,2.56,2.38,3.75,3.48,3.86,4.06,3.67,,0,0,0,0.89,177300.0,Insurance,2025-02-01,0,0,0,,0
E00029,4,2025-02-03,True,3.43,2.48,3.23,4.39,4.15,4.54,3.93,3.33,,0,0,0,0.89,177300.0,Insurance,2025-08-01,0,0,0,,0
E00029,5,2025-08-04,True,5.0,3.13,4.01,4.42,4.82,3.72,3.59,2.36,,0,0,0,0.89,177300.0,Insurance,2025-12-31,0,0,0,,0
E00030,1,2024-02-27,True,3.28,2.91,3.54,3.16,2.7,4.4,3.41,3.4,,0,0,0,0.91,182700.0,Retail Banking,2024-07-01,0,0,0,,0
E00030,2,2024-06-28,False,,,,,,,,,,0,0,0,0.91,182700.0,Retail Banking,2024-10-01,1,0,0,,0
E00030,3,2024-10-14,False,,,,,,,,,,0,0,0,0.91,182700.0,Retail Banking,2025-02-01,1,0,0,,0
E00030,4,2025-01-26,True,2.75,3.6,4.21,3.94,2.41,4.59,2.01,4.1,,0,0,0,0.91,182700.0,Retail Banking,2025-08-01,0,0,0,,0
E00030,5,2025-08-08,True,3.95,3.39,4.4,3.71,3.18,4.09,1.59,4.21,,0,0,0,0.91,182700.0,Retail Banking,2025-12-31,0,0,0,,0
E00031,1,2024-02-27,True,3.73,3.62,3.12,2.94,4.1,4.84,3.35,4.63,,0,0,0,0.82,119100.0,Technology,2024-07-01,0,0,0,,0
E00031,2,2024-07-07,True,4.22,3.81,3.98,3.43,3.65,4.31,3.6,5.0,,0,0,0,0.82,119100.0,Technology,2024-10-01,0,0,0,,0
E00031,3,2024-09-15,True,5.0,3.56,4.07,3.66,3.88,4.27,2.89,4.85,,0,0,0,0.82,119100.0,Technology,2025-02-01,0,0,0,,0
E00031,4,2025-02-06,True,4.54,3.31,4.41,3.67,3.3,4.81,2.72,5.0,,0,0,0,0.82,119100.0,Technology,2025-08-01,0,0,0,,0
E00031,5,2025-08-03,False,,,,,,,,,,0,0,0,0.82,119100.0,Technology,2025-12-31,1,0,0,,0
E00033,1,2024-03-04,False,,,,,,,,,,0,0,0,0.86,124100.0,Wealth Management,2024-07-01,1,0,0,,0
E00033,2,2024-07-04,True,3.36,3.6,4.12,3.62,4.14,4.14,3.47,4.04,,0,0,0,0.86,124100.0,Wealth Management,2024-10-01,0,0,0,,0
E00033,3,2024-10-05,True,4.6,3.81,3.33,3.71,4.56,3.9,3.5,4.03,,0,0,0,0.86,124100.0,Wealth Management,2025-02-01,0,0,0,,0
E00033,4,2025-02-01,True,4.22,4.36,2.69,4.81,4.57,3.89,3.68,4.46,,0,0,0,0.86,124100.0,Wealth Management,2025-08-01,0,0,0,,0
E00033,5,2025-07-27,True,4.72,3.28,3.11,4.47,3.84,3.57,3.8,3.33,,0,0,0,0.86,124100.0,Wealth Management,2025-12-31,0,0,0,,0
E00034,1,2024-03-05,True,3.09,3.3,2.54,1.87,3.22,3.13,3.56,3.01,,0,0,0,0.91,131600.0,Technology,2024-07-01,0,0,0,,0
E00034,2,2024-07-01,False,,,,,,,,,,0,0,0,0.91,131600.0,Technology,2024-10-01,1,0,0,,0
E00034,3,2024-10-15,True,3.78,3.02,3.7,1.97,4.26,2.91,3.16,2.95,,0,0,0,0.91,131600.0,Technology,2025-02-01,0,0,0,,0
E00034,4,2025-01-31,True,3.7,2.49,4.71,3.01,4.69,3.45,4.09,2.81,,0,0,0,0.91,131600.0,Technology,2025-08-01,0,0,0,,0
E00034,5,2025-07-26,True,3.84,1.99,5.0,2.06,3.49,3.16,3.73,2.47,,0,0,0,0.91,131600.0,Technology,2025-12-31,0,0,0,,0
E00035,1,2024-03-06,True,2.32,2.52,4.3,4.57,2.5,4.86,3.62,2.87,,0,0,0,0.81,118000.0,Wealth Management,2024-07-01,0,0,0,,0
E00035,2,2024-07-03,True,2.66,2.52,4.48,4.21,3.04,4.49,3.18,3.76,,0,0,0,0.81,118000.0,Wealth Management,2024-10-01,0,0,0,,0
E00035,3,2024-10-04,True,1.58,1.99,4.57,4.51,3.31,4.83,3.7,3.64,,0,0,0,0.81,118000.0,Wealth Management,2025-02-01,0,0,0,,0
E00035,4,2025-02-07,True,1.34,2.6,2.71,4.66,3.61,4.63,2.26,3.68,,0,0,0,0.81,118000.0,Wealth Management,2025-08-01,0,0,0,,0
E00035,5,2025-08-08,True,1.0,1.99,2.22,4.87,3.9,4.38,2.48,2.39,,0,0,0,0.81,118000.0,Wealth Management,2025-12-31,0,0,0,,0
E00036,1,2024-02-25,False,,,,,,,,,2025-09-29,1,0,0,0.9,130000.0,Corporate Operations,2024-07-01,1,0,0,voluntary,0
E00036,2,2024-06-25,True,3.35,3.81,2.66,4.94,3.1,2.59,3.42,4.87,2025-09-29,1,0,0,0.9,130000.0,Corporate Operations,2024-10-01,0,0,0,voluntary,0
E00036,3,2024-10-08,True,3.63,2.82,2.22,5.0,2.54,2.67,3.26,4.0,2025-09-29,1,0,0,0.9,130000.0,Corporate Operations,2025-02-01,0,0,0,voluntary,0
E00036,4,2025-02-07,True,3.12,1.89,3.49,4.01,2.55,2.86,2.07,3.71,2025-09-29,1,0,0,0.9,130000.0,Corporate Operations,2025-08-01,0,0,0,voluntary,0
E00036,5,2025-08-06,True,2.62,3.91,2.55,3.21,2.61,3.23,2.75,4.66,2025-09-29,1,0,0,0.9,130000.0,Corporate Operations,2025-12-31,0,1,0,voluntary,0
E00037,1,2024-02-29,True,2.71,2.76,3.67,3.09,3.98,2.84,3.14,2.8,,0,0,0,0.9,179000.0,Retail Banking,2024-07-01,0,0,0,,0
E00037,2,2024-06-26,True,3.41,2.24,4.81,2.96,3.45,3.64,2.49,3.11,,0,0,0,0.9,179000.0,Retail Banking,2024-10-01,0,0,0,,0
E00037,3,2024-10-09,True,3.04,1.57,3.94,3.04,3.79,2.49,2.18,3.31,,0,0,0,0.9,179000.0,Retail Banking,2025-02-01,0,0,0,,0
E00037,4,2025-02-03,True,2.78,2.3,2.02,2.41,3.99,2.2,3.31,2.65,,0,0,0,0.9,179000.0,Retail Banking,2025-08-01,0,0,0,,0
E00037,5,2025-07-29,True,2.94,3.04,1.96,3.78,4.04,2.42,3.55,3.76,,0,0,0,0.9,179000.0,Retail Banking,2025-12-31,0,0,0,,0
E00038,1,2024-02-27,True,3.5,3.58,4.66,3.15,3.71,3.28,3.15,3.85,,0,0,0,1.02,233700.0,Technology,2024-07-01,0,0,0,,0
E00038,2,2024-07-07,True,3.44,4.77,4.41,3.49,3.13,3.88,2.33,3.82,,0,0,0,1.02,233700.0,Technology,2024-10-01,0,0,0,,0
E00038,3,2024-10-20,True,3.54,4.11,4.45,3.54,4.0,4.06,3.16,3.06,,0,0,0,1.02,233700.0,Technology,2025-02-01,0,0,0,,0
E00038,4,2025-02-05,True,3.75,3.38,4.6,3.76,2.9,2.91,3.6,3.83,,0,0,0,1.02,233700.0,Technology,2025-08-01,0,0,0,,0
E00038,5,2025-08-04,True,4.2,3.31,4.6,3.6,3.21,4.14,3.64,3.42,,0,0,0,1.02,233700.0,Technology,2025-12-31,0,0,0,,0
E00039,1,2024-02-29,True,5.0,3.05,3.13,3.72,3.29,1.99,3.11,3.25,,0,0,0,0.87,218800.0,Risk & Compliance,2024-07-01,0,0,0,,0
E00039,2,2024-07-08,True,4.11,3.05,3.34,4.92,3.67,3.09,3.21,3.14,,0,0,0,0.87,218800.0,Risk & Compliance,2024-10-01,0,0,0,,0
