pop,var,kind,n,stat,p,effect,effect_name,detail,spread,hi_group,hi_rate,lo_group,lo_rate,q,sig
A_hipo_voluntary,legacy_entity_code,cat,1210,7.659251222082407,0.05360474586824957,0.07956104378193772,CramersV,,8.3%-18.2%,Entity_C,0.18181818181818182,Entity_A,0.08287292817679558,0.22333704165285798,
A_hipo_voluntary,mean_goal,num,1195,-1.9076234551416842,0.05812958110974666,-0.22388496802860208,Hedges_g,MWU p=2.07e-01,71.759 vs 73.770,event,71.75938189845475,non-event,73.77024265644955,0.23251832443898665,
A_hipo_voluntary,underpaid,cat,1210,3.040169989525558,0.07657225537156079,0.050125215026232864,CramersV,OR=0.73 [0.52-1.02],11.0%-14.6%,0,0.145748987854251,1,0.11033519553072625,0.28548446585072107,
A_hipo_voluntary,slope_wellbeing,num,978,-1.7605029421822405,0.08252470791268293,-0.30704714336145306,Hedges_g,MWU p=7.26e-02,-0.111 vs -0.017,event,-0.11128502415458938,non-event,-0.016714716892934717,0.2896785665506421,
A_hipo_voluntary,slope_manager_effectiveness,num,978,-1.6773833759540875,0.09769721731639472,-0.26947891525412865,Hedges_g,MWU p=5.29e-02,-0.075 vs 0.001,event,-0.07461421670117321,non-event,0.0011776476182416755,0.32315233420038253,
A_hipo_voluntary,last_rating_num,num,1195,-1.5735157838762648,0.11722847738795887,-0.13897884982833264,Hedges_g,MWU p=7.44e-02,3.728 vs 3.850,event,3.728476821192053,non-event,3.849616858237548,0.35968102053216955,
A_hipo_voluntary,rating_delta,num,1195,1.5740005836070694,0.11674745257674102,0.1045998697335067,Hedges_g,MWU p=3.89e-01,0.053 vs -0.066,event,0.052980132450331126,non-event,-0.06609195402298851,0.35968102053216955,
A_hipo_voluntary,slope_engagement_index,num,978,-1.3773599174350741,0.17267863116766577,-0.26251922780693304,Hedges_g,MWU p=8.47e-02,-0.038 vs -0.011,event,-0.03798783643892337,non-event,-0.010887833357511577,0.4432943964304255,
A_hipo_voluntary,gender,cat,1210,4.858411351162995,0.1824634424259328,0.0633657320063194,CramersV,,5.1%-22.6%,Prefer not to say,0.22580645161290322,Non-binary,0.05128205128205128,0.45483640720667307,
A_hipo_voluntary,goal_delta,num,1195,1.3372661987250314,0.18229791237082907,0.08607682461219342,Hedges_g,MWU p=6.26e-01,0.772 vs -0.786,event,0.7721854304635766,non-event,-0.7857279693486592,0.45483640720667307,
A_hipo_voluntary,went_silent,cat,1121,1.4032275928737312,0.18612716199781626,0.03538027886838088,CramersV,OR=1.38 [0.85-2.23],9.3%-12.4%,1.0,0.12371134020618557,0.0,0.09277238403451996,0.45734102662320564,
A_hipo_voluntary,tenure_years,num,1210,-1.2222010123855471,0.2231013686860298,-0.10585648917798922,Hedges_g,MWU p=6.52e-04,11.342 vs 12.640,event,11.341611479028698,non-event,12.640462700661,0.5261393828315528,
A_hipo_voluntary,promotion_eligible,cat,1210,1.2285482549816225,0.25214441528080384,0.03186422973097652,CramersV,OR=0.79 [0.53-1.16],10.7%-13.2%,False,0.13216374269005848,True,0.10704225352112676,0.5560107619012598,
A_hipo_voluntary,last_manager_effectiveness,num,1121,-1.1581081988245734,0.24879493239563047,-0.10703634856923294,Hedges_g,MWU p=1.94e-01,3.310 vs 3.413,event,3.3098181818181818,non-event,3.4131948565776455,0.5560107619012598,
A_hipo_voluntary,slope_recognition,num,978,-1.1394775002690118,0.25825242039520263,-0.2024854306041007,Hedges_g,MWU p=2.77e-01,-0.068 vs -0.011,event,-0.0675479641131815,non-event,-0.010618888445621115,0.5622710925060108,
A_hipo_voluntary,last_recognition,num,1121,-1.052287904500145,0.29451201574376434,-0.10002281887889142,Hedges_g,MWU p=2.12e-01,3.245 vs 3.341,event,3.2447272727272725,non-event,3.341256181998022,0.6177569110722861,
A_hipo_voluntary,last_wellbeing,num,1121,-1.0055498412196031,0.3164383995756549,-0.09994244997469942,Hedges_g,MWU p=3.05e-01,3.169 vs 3.271,event,3.168818181818182,non-event,3.2705044510385757,0.6312354299395552,
A_hipo_voluntary,hire_source,cat,1210,4.419776187373426,0.3521662129571966,0.06043763391191452,CramersV,,9.6%-17.5%,graduate,0.1746031746031746,agency,0.09570957095709572,0.6643295307809823,
A_hipo_voluntary,compa_ratio,num,1210,0.8816692540661925,0.3790624264340622,0.07923434032200832,Hedges_g,MWU p=1.69e-01,0.884 vs 0.879,event,0.883973509933775,non-event,0.8787724268177527,0.6936035887942414,
A_hipo_voluntary,last_goal,num,1195,-0.8683209583677532,0.38627142152877814,-0.07454435451148653,Hedges_g,MWU p=3.70e-01,72.256 vs 73.270,event,72.25629139072848,non-event,73.26992337164751,0.6993545737152614,
A_hipo_voluntary,role_family,cat,1210,5.790244869971063,0.44709258716494615,0.06917605321799633,CramersV,,0.0%-15.7%,Operations-Processing,0.15671641791044777,Executive,0.0,0.7732284038221985,
A_hipo_voluntary,salary,num,1210,0.7030390330351038,0.4828244498416586,0.05660226168310483,Hedges_g,MWU p=5.09e-01,129563.576 vs 126533.239,event,129563.5761589404,non-event,126533.23890462701,0.7834509940826914,
A_hipo_voluntary,salary_vs_peer,num,1210,0.5519575821260968,0.5815925086872646,0.04619130906078181,Hedges_g,MWU p=5.13e-01,1.018 vs 1.008,event,1.0179222050100678,non-event,1.0079410187066629,0.8814243338065845,
A_hipo_voluntary,last_senior_leadership_trust,num,1121,0.5485692969278627,0.5841998491508757,0.05322852889208917,Hedges_g,MWU p=5.42e-01,3.361 vs 3.309,event,3.3613636363636363,non-event,3.3092779426310583,0.8814243338065845,
A_hipo_voluntary,nonresponse_rate,num,1121,0.5374003306153479,0.5919508532826709,0.06479091831282428,Hedges_g,MWU p=7.95e-01,0.183 vs 0.170,event,0.18303030303030302,non-event,0.17045829212001318,0.8853525805619079,
A_hipo_voluntary,acting_appointment,cat,1210,0.2861229094534206,0.6059996888867184,0.015377425481019719,CramersV,,0.0%-12.6%,False,0.12562396006655574,True,0.0,0.8936646164719256,
A_hipo_voluntary,mgr_team_hipo_share,num,1210,0.44142283793698994,0.6594006893040998,0.03903848626787628,Hedges_g,MWU p=6.23e-01,0.399 vs 0.389,event,0.39873247234953507,non-event,0.3885991695777564,0.9073353484824414,
A_hipo_voluntary,last_engagement_index,num,1121,-0.43146733974821766,0.6667926328737019,-0.03980147778468968,Hedges_g,MWU p=6.87e-01,3.323 vs 3.346,event,3.323465909090909,non-event,3.3462153808110786,0.9102248639228313,
A_hipo_voluntary,last_purpose_meaning,num,1121,0.39321171727441806,0.6947598863412185,0.036098230643239936,Hedges_g,MWU p=6.49e-01,3.375 vs 3.341,event,3.374909090909091,non-event,3.3414243323442134,0.9274425659209538,
A_hipo_voluntary,mean_engagement_index,num,1121,-0.3296782336663805,0.7421389464977717,-0.03071748883100637,Hedges_g,MWU p=7.02e-01,3.346 vs 3.363,event,3.346251515151515,non-event,3.3631965051104515,0.9748440214403964,
A_hipo_voluntary,contract_type,cat,1210,0.6157731061546018,0.8928121776356036,0.022558887240203135,CramersV,,11.5%-14.2%,Part-time,0.14189189189189189,Fixed-term,0.11538461538461539,0.9748663797144898,
A_hipo_voluntary,compa_vs_peer,num,1210,0.23399815936183874,0.8152345306757651,0.02073113631750072,Hedges_g,MWU p=5.06e-01,-0.062 vs -0.064,event,-0.0622847682119205,non-event,-0.06372993389990553,0.9748663797144898,
A_hipo_voluntary,days_to_fill,num,1210,-0.24930252464023392,0.8033855995015838,-0.0212710669094217,Hedges_g,MWU p=8.00e-01,51.682 vs 52.151,event,51.682119205298015,non-event,52.151085930122754,0.9748663797144898,
A_hipo_voluntary,mgr_rated_effectiveness,num,1196,0.12433310744434785,0.9011846184569993,0.010972684816829809,Hedges_g,MWU p=9.21e-01,3.368 vs 3.362,event,3.3679085691623563,non-event,3.3618847078560603,0.9748663797144898,
A_hipo_voluntary,last_career_development,num,1121,0.23105892411450543,0.8176069103975881,0.021354891539925095,Hedges_g,MWU p=9.65e-01,3.385 vs 3.365,event,3.385181818181818,non-event,3.3654797230464886,0.9748663797144898,
A_hipo_voluntary,last_confidence_in_role_future,num,1121,0.1782739480742315,0.8587695439734534,0.01688520927348359,Hedges_g,MWU p=8.43e-01,3.387 vs 3.370,event,3.3865454545454545,non-event,3.370187932739862,0.9748663797144898,
A_hipo_voluntary,slope_psychological_safety,num,978,0.17605656186905214,0.8607459702767879,0.034055765775589775,Hedges_g,MWU p=3.84e-01,0.000 vs -0.010,event,8.488612836441068e-05,non-event,-0.010169046208650175,0.9748663797144898,
A_hipo_voluntary,slope_senior_leadership_trust,num,978,-0.2232713098136113,0.8239397040852816,-0.03546643682750016,Hedges_g,MWU p=9.91e-01,-0.038 vs -0.027,event,-0.03765286404416841,non-event,-0.027100617754083105,0.9748663797144898,
A_hipo_voluntary,slope_confidence_in_role_future,num,978,0.17594926930347696,0.860833369006339,0.03599537218759024,Hedges_g,MWU p=4.53e-01,0.004 vs -0.007,event,0.0038833678398895646,non-event,-0.006849895429103357,0.9748663797144898,
A_hipo_voluntary,cultural_background,cat,1210,4.676875782371386,0.9116922130135898,0.062170624872210714,CramersV,,6.9%-17.1%,South Asian,0.17073170731707318,African,0.06896551724137931,0.9774844064842008,
A_hipo_voluntary,slope_purpose_meaning,num,978,-0.09460253662708788,0.9248850727993997,-0.014671675719448636,Hedges_g,MWU p=8.61e-01,-0.013 vs -0.009,event,-0.012989648033126269,non-event,-0.008586711235226085,0.9819767439598565,
A_hipo_voluntary,slope_career_development,num,978,0.07246231072878292,0.9424376636524825,0.015117674140796613,Hedges_g,MWU p=6.90e-01,-0.004 vs -0.008,event,-0.003781228433402304,non-event,-0.00824043851271574,0.9837895557089847,
A_hipo_voluntary,age_band,cat,1210,1.2654553186607793,0.9959521226976763,0.03233930799921997,CramersV,,11.0%-14.4%,18-24,0.14388489208633093,40-44,0.1095890410958904,1.0,
A_hipo_voluntary,last_psychological_safety,num,1121,-0.019728723852866014,0.9842899331356376,-0.0020967895223068483,Hedges_g,MWU p=9.28e-01,3.356 vs 3.358,event,3.3563636363636364,non-event,3.35839762611276,1.0,
B_regrettable_vs_active,n_reviews,num,12047,-15.721121618607146,7.644715473354108e-34,-1.7115766716515906,Hedges_g,MWU p=6.52e-89,1.712 vs 2.744,event,1.7124183006535947,non-event,2.7435681856398184,4.382970204723022e-32,***
B_regrettable_vs_active,mgr_team_vol_rate,num,12155,15.555850742665296,2.77450527242166e-33,3.459825310558976,Hedges_g,MWU p=5.91e-126,0.438 vs 0.052,event,0.43840029795912144,non-event,0.05175826227783787,1.1930372671413138e-31,***
B_regrettable_vs_active,mgr_departed,cat,12156,629.3088713039856,6.255465629614451e-18,0.22752890738096795,CramersV,,1.2%-100.0%,1,1.0,0,0.01185477895776735,1.7932334804894758e-16,***
B_regrettable_vs_active,mgr_team_hipo_share,num,12155,6.20867992044679,4.764473763113769e-09,0.776904374341329,Hedges_g,MWU p=3.93e-16,0.217 vs 0.089,event,0.21650357630749786,non-event,0.08940674164013165,7.449904429596075e-08,***
B_regrettable_vs_active,compa_vs_peer,num,12156,-4.899359927134842,2.4007022443746035e-06,-0.466105143628311,Hedges_g,MWU p=2.73e-06,-0.029 vs 0.002,event,-0.029248366013071864,non-event,0.0023944013996501073,3.009650955530792e-05,***
B_regrettable_vs_active,compa_ratio,num,12156,-4.534576741352139,1.147764795022782e-05,-0.406286416440368,Hedges_g,MWU p=7.55e-06,0.917 vs 0.946,event,0.916797385620915,non-event,0.9457635591102225,0.00012338471546494907,***
B_regrettable_vs_active,n_promo_rec,num,12047,-4.333337143942507,2.6000914565472537e-05,-0.2798898315368645,Hedges_g,MWU p=4.42e-04,0.222 vs 0.386,event,0.2222222222222222,non-event,0.3857407096014797,0.00026306807678007506,***
B_regrettable_vs_active,underpaid,cat,12156,13.617073953243265,0.0002846339623948831,0.03346929406755284,CramersV,OR=1.87 [1.35-2.61],1.0%-1.9%,1,0.01935483870967742,0,0.010422321137770058,0.0025766863964168363,***
B_regrettable_vs_active,ever_promo_rec,cat,12047,11.465958534690373,0.000377994657136773,0.030850750128463104,CramersV,OR=0.50 [0.34-0.75],0.8%-1.5%,False,0.015210073556913103,True,0.007699950322901143,0.0032507540513762477,***
B_regrettable_vs_active,ever_nonresponder,cat,11684,10.51689208604352,0.000944025087263572,0.03000184304227327,CramersV,OR=0.54 [0.38-0.78],0.8%-1.4%,0.0,0.01391536408692337,1.0,0.0076110593351972665,0.007380559773151563,***
B_regrettable_vs_active,mgr_span,num,12155,-2.683492518763422,0.008057566435223859,-0.16625998138433726,Hedges_g,MWU p=5.13e-02,4.477 vs 5.259,event,4.477124183006536,non-event,5.258790201633061,0.05357100506157004,*
B_regrettable_vs_active,department,cat,12156,15.66388901044706,0.01567633898976207,0.03589669399659823,CramersV,,0.8%-1.8%,Corporate Operations,0.01839587932303164,Retail Banking,0.007674341007674341,0.09297690711169228,*
B_regrettable_vs_active,last_manager_effectiveness,num,11684,-2.319178824517784,0.02201782288901925,-0.1876796438251238,Hedges_g,MWU p=2.47e-02,3.173 vs 3.357,event,3.17327868852459,non-event,3.3571899325376235,0.11834579802847847,
B_regrettable_vs_active,slope_manager_effectiveness,num,10566,-2.23504718095141,0.02828884601944781,-0.34026173625679723,Hedges_g,MWU p=1.22e-02,-0.103 vs -0.008,event,-0.10275091575091572,non-event,-0.007686480345233208,0.14567561791049188,
B_regrettable_vs_active,last_goal,num,12047,1.9369780799177203,0.054535789240814155,0.13210483571253312,Hedges_g,MWU p=2.10e-01,68.716 vs 66.676,event,68.71633986928104,non-event,66.67632419707415,0.22333704165285798,
B_regrettable_vs_active,mean_rating_num,num,12047,1.8530160760629393,0.06578942301425353,0.19365330284160032,Hedges_g,MWU p=3.87e-02,3.483 vs 3.366,event,3.482570806100217,non-event,3.3662070511742614,0.2571768354193547,
B_regrettable_vs_active,role_level,cat,12156,12.79386707042716,0.07729292005987394,0.03244184696581058,CramersV,,0.0%-2.2%,3,0.021570319240724764,5,0.0,0.28548446585072107,
B_regrettable_vs_active,last_rating_num,num,12047,1.6719987417799929,0.0965179732268373,0.12265279325084272,Hedges_g,MWU p=1.97e-01,3.471 vs 3.358,event,3.4705882352941178,non-event,3.357827476038339,0.32315233420038253,
B_regrettable_vs_active,last_recognition,num,11684,-1.6161051899011631,0.10861077739418742,-0.13398278872478236,Hedges_g,MWU p=5.76e-02,3.245 vs 3.374,event,3.2452459016393442,non-event,3.374214668742432,0.3524727115434007,
B_regrettable_vs_active,mean_goal,num,12047,1.566843529589517,0.11919661726938176,0.15758612673940955,Hedges_g,MWU p=2.85e-02,68.407 vs 66.824,event,68.40686274509804,non-event,66.82417465388711,0.35968102053216955,
B_regrettable_vs_active,gender,cat,12156,5.5937733255559685,0.13313628224625268,0.021451471371853197,CramersV,,1.1%-2.4%,Prefer not to say,0.024390243902439025,Female,0.010916652226650494,0.38220628520057154,
B_regrettable_vs_active,legacy_entity_code,cat,12156,5.590448542282315,0.13332777390717612,0.021445095345324277,CramersV,,0.8%-1.7%,Entity_B,0.017188459177409455,Entity_A,0.008246289169873557,0.38220628520057154,
B_regrettable_vs_active,went_silent,cat,11684,1.8117343468466403,0.14729281245353532,0.012452354753008871,CramersV,OR=1.38 [0.90-2.12],1.0%-1.3%,1.0,0.01347305389221557,0.0,0.00981404958677686,0.40213275780965196,
B_regrettable_vs_active,role_family,cat,12156,8.35134255302306,0.21347628177873917,0.0262109524885548,CramersV,,0.0%-1.7%,Management,0.017062766605728214,Executive,0.0,0.5171538093794809,
B_regrettable_vs_active,slope_wellbeing,num,10566,1.227611353459089,0.2233033427133916,0.1903648398860879,Hedges_g,MWU p=2.17e-01,0.046 vs -0.007,event,0.04643406593406594,non-event,-0.007018508157238134,0.5261393828315528,
B_regrettable_vs_active,tenure_years,num,12156,-1.1549814066104886,0.24986322041286937,-0.09192651225963702,Hedges_g,MWU p=3.66e-03,11.801 vs 12.932,event,11.801198257080609,non-event,12.932010053042292,0.5560107619012598,
B_regrettable_vs_active,cultural_background,cat,12156,12.176944037565438,0.2733888690054447,0.031650006923637855,CramersV,,0.0%-2.0%,Maori/Aboriginal & Torres Strait Islander,0.0199501246882793,Latin American,0.0,0.5805294502337838,
B_regrettable_vs_active,slope_psychological_safety,num,10566,1.1065434980272892,0.27191380067202964,0.187200478792108,Hedges_g,MWU p=2.15e-01,0.048 vs -0.006,event,0.047532967032967006,non-event,-0.005755917979173129,0.5805294502337838,
B_regrettable_vs_active,days_to_fill,num,12156,-1.0116785303035771,0.3132572738700839,-0.08025885636328384,Hedges_g,MWU p=3.26e-01,50.176 vs 51.966,event,50.1764705882353,non-event,51.96642506040157,0.6312354299395552,
B_regrettable_vs_active,last_engagement_index,num,11684,-1.019884188516512,0.3097714577129936,-0.08816257299285937,Hedges_g,MWU p=4.61e-01,3.303 vs 3.354,event,3.3033094262295073,non-event,3.3535733437121604,0.6312354299395552,
B_regrettable_vs_active,mean_engagement_index,num,11684,-1.0201492743487566,0.30964754223222624,-0.08942957694103165,Hedges_g,MWU p=4.55e-01,3.314 vs 3.363,event,3.313520321038251,non-event,3.363161444819236,0.6312354299395552,
B_regrettable_vs_active,goal_delta,num,12047,0.9720522508299103,0.33248966249997525,0.055421816189445396,Hedges_g,MWU p=6.77e-01,0.955 vs -0.195,event,0.9549019607843142,non-event,-0.1952581133344544,0.6498661585226788,
B_regrettable_vs_active,top_performer,cat,12047,0.5942977303593445,0.4076526891588845,0.0070236454528809274,CramersV,OR=1.15 [0.83-1.59],1.2%-1.4%,1.0,0.01375770020533881,0.0,0.011982722586038734,0.7154720666870217,
B_regrettable_vs_active,slope_senior_leadership_trust,num,10566,-0.7600111550476084,0.4495513975710457,-0.120805008884654,Hedges_g,MWU p=7.19e-01,-0.037 vs -0.002,event,-0.036915750915750896,non-event,-0.0022381298145028126,0.7732284038221985,
B_regrettable_vs_active,last_promo_rec,cat,12047,0.4781587581356683,0.4825222605295183,0.0063000878045300765,CramersV,OR=0.82 [0.50-1.34],1.1%-1.3%,False,0.01303340413207183,True,0.010657193605683837,0.7834509940826914,
B_regrettable_vs_active,mgr_rated_effectiveness,num,12093,-0.7204638056695876,0.47237856655373156,-0.05912956022850538,Hedges_g,MWU p=3.35e-01,3.327 vs 3.360,event,3.3274196770301105,non-event,3.360395177640395,0.7834509940826914,
B_regrettable_vs_active,rating_delta,num,12047,0.6454130310943296,0.5195835163937932,0.03710944244595931,Hedges_g,MWU p=7.52e-01,0.033 vs -0.013,event,0.032679738562091505,non-event,-0.012863628720363209,0.819893255226903,
B_regrettable_vs_active,nonresponse_rate,num,11684,0.586056180462634,0.5589171807877631,0.07243326192853256,Hedges_g,MWU p=4.12e-01,0.180 vs 0.166,event,0.17978142076502732,non-event,0.16639710546041628,0.8739432281408659,
B_regrettable_vs_active,last_psychological_safety,num,11684,-0.514385541592402,0.6078997681814843,-0.04514856262507146,Hedges_g,MWU p=6.48e-01,3.316 vs 3.360,event,3.3163114754098357,non-event,3.3600527590382288,0.8936646164719256,
B_regrettable_vs_active,salary,num,12156,0.5052556313528418,0.6140866114302941,0.03551751430214326,Hedges_g,MWU p=4.38e-01,130524.183 vs 128353.420,event,130524.18300653595,non-event,128353.41997833874,0.8951092980170389,
B_regrettable_vs_active,last_senior_leadership_trust,num,11684,0.45886927967986246,0.6471325239372823,0.039895151424478636,Hedges_g,MWU p=5.77e-01,3.366 vs 3.327,event,3.365737704918032,non-event,3.3268335928040136,0.904933285505793,
B_regrettable_vs_active,slope_confidence_in_role_future,num,10566,0.45219166186237525,0.6523961901624152,0.08958521566223779,Hedges_g,MWU p=4.21e-01,0.018 vs -0.008,event,0.017935897435897446,non-event,-0.007969447552828562,0.9049366508704471,
B_regrettable_vs_active,last_wellbeing,num,11684,-0.4230920221012073,0.6729650232434784,-0.04044017180166544,Hedges_g,MWU p=7.72e-01,3.329 vs 3.368,event,3.329016393442623,non-event,3.368354955889984,0.9114171968336873,
B_regrettable_vs_active,age_band,cat,12156,5.56721838462081,0.6955819244407153,0.0214004932406431,CramersV,,0.9%-1.6%,30-34,0.01582815149802148,50-54,0.008704061895551257,0.9274425659209538,
B_regrettable_vs_active,salary_vs_peer,num,12156,-0.3141803627358161,0.7538038072765856,-0.025232364206526976,Hedges_g,MWU p=8.81e-01,1.007 vs 1.012,event,1.0069629515224294,non-event,1.0124318652994708,0.9748440214403964,
B_regrettable_vs_active,last_career_development,num,11684,-0.31699710529426495,0.7517794925425799,-0.027371335530378488,Hedges_g,MWU p=8.07e-01,3.343 vs 3.370,event,3.34327868852459,non-event,3.36968950008649,0.9748440214403964,
B_regrettable_vs_active,contract_type,cat,12156,0.600403846667862,0.8963399156461646,0.007027913172676064,CramersV,,1.2%-1.6%,Fixed-term,0.01564945226917058,Full-time,0.012269938650306749,0.9748663797144898,
B_regrettable_vs_active,hire_source,cat,12156,1.3487322668771755,0.8530548188759435,0.01053337457015746,CramersV,,1.1%-1.7%,graduate,0.01669449081803005,agency,0.011156186612576065,0.9748663797144898,
B_regrettable_vs_active,promotion_eligible,cat,12156,0.09110898041530514,0.7796839814670462,0.002737696164812304,CramersV,OR=0.93 [0.64-1.35],1.2%-1.3%,False,0.01282051282051282,True,0.011904761904761904,0.9748663797144898,
B_regrettable_vs_active,slope_engagement_index,num,10566,0.15989342183400299,0.8733809763313876,0.027056801484265293,Hedges_g,MWU p=9.37e-01,-0.003 vs -0.006,event,-0.0032660256410256285,non-event,-0.005947381125262989,0.9748663797144898,
B_regrettable_vs_active,last_purpose_meaning,num,11684,-0.1939249801495423,0.8465521761623113,-0.016599438592242714,Hedges_g,MWU p=8.79e-01,3.296 vs 3.312,event,3.2962295081967214,non-event,3.3124961079398028,0.9748663797144898,
B_regrettable_vs_active,slope_recognition,num,10566,0.2444665627551863,0.8075149428089767,0.03899696254731235,Hedges_g,MWU p=8.87e-01,0.003 vs -0.008,event,0.0034853479853480017,non-event,-0.00769963230260713,0.9748663797144898,
B_regrettable_vs_active,slope_career_development,num,10566,0.13406560653297034,0.8936973567215718,0.019469394270693094,Hedges_g,MWU p=7.99e-01,0.003 vs -0.003,event,0.002728937728937735,non-event,-0.0027705546265328882,0.9748663797144898,
B_regrettable_vs_active,last_confidence_in_role_future,num,11684,-0.029515025329416415,0.9765012680142386,-0.0024699347481185537,Hedges_g,MWU p=8.19e-01,3.357 vs 3.360,event,3.3573770491803274,non-event,3.35975523265871,0.9997512982050539,
B_regrettable_vs_active,slope_purpose_meaning,num,10566,0.03579539931784224,0.9715376248995157,0.006598080191944763,Hedges_g,MWU p=6.60e-01,-0.005 vs -0.006,event,-0.004578754578754556,non-event,-0.006440378223988066,0.9997512982050539,
B_regrettable_vs_active,acting_appointment,cat,12156,0.1855104644134372,1.0,0.003906509282684774,CramersV,,0.0%-1.3%,False,0.01266137040714995,True,0.0,1.0,
C_which_exits_hurt,pathway,cat,1133,104.41392111851383,1.694980311558342e-24,0.3035737725975403,CramersV,OR=0.15 [0.10-0.22],5.1%-26.5%,pull,0.2651685393258427,push,0.050872093023255814,5.830732271760696e-23,***
C_which_exits_hurt,mgr_team_hipo_share,num,1133,6.570866929086237,5.769095420163637e-10,0.7900060562783305,Hedges_g,MWU p=3.95e-18,0.217 vs 0.078,event,0.21650357630749786,non-event,0.07823007612023218,1.102538235853495e-08,***
C_which_exits_hurt,compa_vs_peer,num,1133,-4.864697607602451,2.4497158940366912e-06,-0.4926783882577309,Hedges_g,MWU p=5.33e-06,-0.029 vs 0.004,event,-0.029248366013071864,non-event,0.003586734693877569,3.009650955530792e-05,***
C_which_exits_hurt,compa_ratio,num,1133,-4.551650191231422,9.537752953495335e-06,-0.44433156047314337,Hedges_g,MWU p=6.30e-06,0.917 vs 0.947,event,0.916797385620915,non-event,0.9473163265306124,0.00010936623386674651,***
C_which_exits_hurt,underpaid,cat,1133,16.71713031931082,6.061289333509231e-05,0.12146912668351492,CramersV,OR=2.14 [1.49-3.07],11.1%-21.1%,1,0.2111111111111111,0,0.11123986095017381,0.0005791898696464376,***
C_which_exits_hurt,ever_nonresponder,cat,818,9.330613782378373,0.002196716745610937,0.10680177112700885,CramersV,OR=0.54 [0.36-0.79],11.2%-19.1%,0.0,0.19109947643979058,1.0,0.11238532110091744,0.015743136676878385,**
C_which_exits_hurt,role_level,cat,1133,13.761083838823405,0.008097942625586168,0.11020755448315447,CramersV,,0.0%-23.8%,3,0.23809523809523808,5,0.0,0.05357100506157004,*
