employee_id,review_date,performance_rating,review_cycle,promotion_recommendation,goal_achievement_score,reviewer_id,exit_dt,voluntary,regrettable,hipo,compa_ratio,department,role_level,tenure_years,days_to_exit,exit_180,no_promo
E00007,2024-05-30,Meets Expectations,2024-H1,False,67.5,E08152,,0,0,0,0.92,Wealth Management,2,38.5,,0,1
E00007,2024-12-11,Meets Expectations,2024-H2,False,76.8,E08152,,0,0,0,0.92,Wealth Management,2,38.5,,0,1
E00007,2025-06-01,Meets Expectations,2025-H1,False,51.0,E08152,,0,0,0,0.92,Wealth Management,2,38.5,,0,1
E00009,2024-06-17,Meets Expectations,2024-H1,False,60.3,E07814,,0,0,0,0.9,Retail Banking,2,38.5,,0,1
E00009,2024-12-26,Meets Expectations,2024-H2,False,73.9,E07814,,0,0,0,0.9,Retail Banking,2,38.5,,0,1
E00009,2025-06-16,Below Expectations,2025-H1,False,47.4,E07814,,0,0,0,0.9,Retail Banking,2,38.5,,0,1
E00010,2024-06-14,High Performer,2024-H1,False,58.0,E11480,,0,0,0,0.87,Retail Banking,2,38.41666666666666,,0,1
E00010,2024-12-16,Meets Expectations,2024-H2,False,68.1,E11480,,0,0,0,0.87,Retail Banking,2,38.41666666666666,,0,1
E00010,2025-06-05,Meets Expectations,2025-H1,False,57.3,E11480,,0,0,0,0.87,Retail Banking,2,38.41666666666666,,0,1
E00011,2024-06-17,Outstanding,2024-H1,False,87.2,E06856,,0,0,0,0.86,Retail Banking,2,38.41666666666666,,0,1
E00011,2024-11-28,Below Expectations,2024-H2,False,50.0,E06856,,0,0,0,0.86,Retail Banking,2,38.41666666666666,,0,1
E00011,2025-05-23,High Performer,2025-H1,False,81.7,E06856,,0,0,0,0.86,Retail Banking,2,38.41666666666666,,0,1
E00012,2024-05-22,High Performer,2024-H1,False,76.2,E00712,,0,0,0,0.87,Technology,2,38.41666666666666,,0,1
E00012,2024-12-27,Meets Expectations,2024-H2,False,55.9,E00712,,0,0,0,0.87,Technology,2,38.41666666666666,,0,1
E00012,2025-05-20,Meets Expectations,2025-H1,False,50.7,E00712,,0,0,0,0.87,Technology,2,38.41666666666666,,0,1
E00013,2024-06-27,High Performer,2024-H1,False,84.7,E00432,,0,0,1,0.86,Retail Banking,2,38.41666666666666,,0,1
E00013,2024-11-24,High Performer,2024-H2,False,68.7,E00432,,0,0,1,0.86,Retail Banking,2,38.41666666666666,,0,1
E00013,2025-06-13,Below Expectations,2025-H1,False,51.0,E00432,,0,0,1,0.86,Retail Banking,2,38.41666666666666,,0,1
E00014,2024-06-07,Below Expectations,2024-H1,False,48.9,E01653,,0,0,0,0.84,Corporate Operations,2,38.41666666666666,,0,1
E00014,2024-11-19,Meets Expectations,2024-H2,False,67.0,E01653,,0,0,0,0.84,Corporate Operations,2,38.41666666666666,,0,1
E00014,2025-05-29,Meets Expectations,2025-H1,False,62.1,E01653,,0,0,0,0.84,Corporate Operations,2,38.41666666666666,,0,1
E00015,2024-06-21,Meets Expectations,2024-H1,False,44.1,E07205,,0,0,0,0.84,Wealth Management,2,38.41666666666666,,0,1
E00015,2024-12-20,Meets Expectations,2024-H2,False,82.7,E07205,,0,0,0,0.84,Wealth Management,2,38.41666666666666,,0,1
E00015,2025-05-19,High Performer,2025-H1,False,83.7,E07205,,0,0,0,0.84,Wealth Management,2,38.41666666666666,,0,1
E00016,2024-05-16,Meets Expectations,2024-H1,False,59.8,E11238,,0,0,0,0.88,Retail Banking,2,38.41666666666666,,0,1
E00016,2024-12-26,Meets Expectations,2024-H2,False,69.2,E11238,,0,0,0,0.88,Retail Banking,2,38.41666666666666,,0,1
E00016,2025-06-23,High Performer,2025-H1,False,58.8,E11238,,0,0,0,0.88,Retail Banking,2,38.41666666666666,,0,1
E00017,2024-06-02,Outstanding,2024-H1,False,90.0,E11711,,0,0,1,0.96,Retail Banking,2,38.41666666666666,,0,1
E00017,2024-12-27,Unsatisfactory,2024-H2,False,49.4,E11711,,0,0,1,0.96,Retail Banking,2,38.41666666666666,,0,1
E00017,2025-05-29,Below Expectations,2025-H1,False,34.2,E11711,,0,0,1,0.96,Retail Banking,2,38.41666666666666,,0,1
E00018,2024-05-23,High Performer,2024-H1,False,86.9,E10247,,0,0,0,0.92,Risk & Compliance,3,38.41666666666666,,0,1
E00018,2024-12-05,Meets Expectations,2024-H2,False,74.3,E10247,,0,0,0,0.92,Risk & Compliance,3,38.41666666666666,,0,1
E00018,2025-05-31,Meets Expectations,2025-H1,False,58.6,E10247,,0,0,0,0.92,Risk & Compliance,3,38.41666666666666,,0,1
E00019,2024-06-18,Meets Expectations,2024-H1,False,47.4,E10272,,0,0,0,0.8,Retail Banking,2,38.41666666666666,,0,1
E00019,2024-12-02,Outstanding,2024-H2,True,87.2,E10272,,0,0,0,0.8,Retail Banking,2,38.41666666666666,,0,0
E00019,2025-06-28,Meets Expectations,2025-H1,False,65.0,E10272,,0,0,0,0.8,Retail Banking,2,38.41666666666666,,0,1
E00020,2024-06-06,Meets Expectations,2024-H1,False,63.9,E09364,,0,0,0,0.9,Corporate Operations,2,38.41666666666666,,0,1
E00020,2024-12-16,Outstanding,2024-H2,False,85.0,E09364,,0,0,0,0.9,Corporate Operations,2,38.41666666666666,,0,1
E00020,2025-06-08,High Performer,2025-H1,True,82.5,E09364,,0,0,0,0.9,Corporate Operations,2,38.41666666666666,,0,0
E00021,2024-05-18,High Performer,2024-H1,False,69.4,E08861,2024-05-24,1,0,0,0.87,Insurance,2,36.75,6.0,1,1
E00022,2024-06-01,Meets Expectations,2024-H1,False,60.5,E00833,,0,0,0,0.89,Insurance,2,38.41666666666666,,0,1
E00022,2024-12-13,High Performer,2024-H2,False,72.8,E00833,,0,0,0,0.89,Insurance,2,38.41666666666666,,0,1
E00022,2025-05-21,Meets Expectations,2025-H1,False,80.4,E00833,,0,0,0,0.89,Insurance,2,38.41666666666666,,0,1
E00023,2024-06-14,High Performer,2024-H1,False,76.2,E09824,2025-07-04,1,0,0,0.88,Technology,3,37.91666666666666,385.0,0,1
E00023,2024-12-15,High Performer,2024-H2,False,67.6,E09824,2025-07-04,1,0,0,0.88,Technology,3,37.91666666666666,201.0,0,1
E00023,2025-06-22,High Performer,2025-H1,False,60.2,E09824,2025-07-04,1,0,0,0.88,Technology,3,37.91666666666666,12.0,1,1
E00024,2024-06-03,Outstanding,2024-H1,False,81.0,E07787,,0,0,0,1.05,Wealth Management,4,38.41666666666666,,0,1
E00024,2024-11-18,Below Expectations,2024-H2,False,42.2,E07787,,0,0,0,1.05,Wealth Management,4,38.41666666666666,,0,1
E00024,2025-05-22,Outstanding,2025-H1,True,100.0,E07787,,0,0,0,1.05,Wealth Management,4,38.41666666666666,,0,0
E00025,2024-05-20,Outstanding,2024-H1,True,90.3,E00272,,0,0,0,0.85,Technology,2,38.41666666666666,,0,0
E00025,2024-12-29,Meets Expectations,2024-H2,False,77.9,E00272,,0,0,0,0.85,Technology,2,38.41666666666666,,0,1
E00025,2025-06-13,High Performer,2025-H1,True,71.0,E00272,,0,0,0,0.85,Technology,2,38.41666666666666,,0,0
E00026,2024-06-05,Meets Expectations,2024-H1,False,60.6,E06422,,0,0,0,0.92,Technology,2,38.41666666666666,,0,1
E00026,2024-11-13,Outstanding,2024-H2,True,83.3,E06422,,0,0,0,0.92,Technology,2,38.41666666666666,,0,0
E00026,2025-06-15,Meets Expectations,2025-H1,False,55.7,E06422,,0,0,0,0.92,Technology,2,38.41666666666666,,0,1
E00027,2024-06-04,Meets Expectations,2024-H1,False,56.6,E09174,2025-04-30,1,0,0,0.86,Risk & Compliance,3,37.75,330.0,0,1
E00027,2024-12-05,Outstanding,2024-H2,True,84.4,E09174,2025-04-30,1,0,0,0.86,Risk & Compliance,3,37.75,146.0,1,0
E00029,2024-05-31,Outstanding,2024-H1,True,83.3,E01698,,0,0,0,0.89,Insurance,3,38.41666666666666,,0,0
E00029,2024-11-22,High Performer,2024-H2,False,77.2,E01698,,0,0,0,0.89,Insurance,3,38.41666666666666,,0,1
E00029,2025-06-04,High Performer,2025-H1,False,85.8,E01698,,0,0,0,0.89,Insurance,3,38.41666666666666,,0,1
E00030,2024-06-26,Meets Expectations,2024-H1,False,53.5,E02887,,0,0,0,0.91,Retail Banking,3,38.41666666666666,,0,1
E00030,2024-11-29,Meets Expectations,2024-H2,False,53.2,E02887,,0,0,0,0.91,Retail Banking,3,38.41666666666666,,0,1
E00030,2025-06-07,High Performer,2025-H1,False,75.4,E02887,,0,0,0,0.91,Retail Banking,3,38.41666666666666,,0,1
E00031,2024-06-29,Below Expectations,2024-H1,False,36.0,E07967,,0,0,0,0.82,Technology,2,38.41666666666666,,0,1
E00031,2024-11-16,High Performer,2024-H2,True,82.9,E07967,,0,0,0,0.82,Technology,2,38.41666666666666,,0,0
E00031,2025-06-24,Meets Expectations,2025-H1,False,50.0,E07967,,0,0,0,0.82,Technology,2,38.41666666666666,,0,1
E00033,2024-05-28,High Performer,2024-H1,False,69.2,E00337,,0,0,0,0.86,Wealth Management,2,38.41666666666666,,0,1
E00033,2024-11-28,Below Expectations,2024-H2,False,53.0,E00337,,0,0,0,0.86,Wealth Management,2,38.41666666666666,,0,1
E00033,2025-06-17,High Performer,2025-H1,False,68.8,E00337,,0,0,0,0.86,Wealth Management,2,38.41666666666666,,0,1
E00034,2024-06-18,High Performer,2024-H1,True,75.2,E03019,,0,0,0,0.91,Technology,2,38.41666666666666,,0,0
E00034,2024-12-29,Unsatisfactory,2024-H2,False,44.7,E03019,,0,0,0,0.91,Technology,2,38.41666666666666,,0,1
E00034,2025-06-21,Outstanding,2025-H1,True,81.9,E03019,,0,0,0,0.91,Technology,2,38.41666666666666,,0,0
E00035,2024-05-30,High Performer,2024-H1,False,83.5,E00919,,0,0,0,0.81,Wealth Management,2,38.41666666666666,,0,1
E00035,2024-11-13,Outstanding,2024-H2,True,94.9,E00919,,0,0,0,0.81,Wealth Management,2,38.41666666666666,,0,0
E00035,2025-06-26,High Performer,2025-H1,False,70.3,E00919,,0,0,0,0.81,Wealth Management,2,38.41666666666666,,0,1
E00036,2024-06-27,Meets Expectations,2024-H1,False,56.9,E02132,2025-09-29,1,0,0,0.9,Corporate Operations,2,38.16666666666666,459.0,0,1
E00036,2024-12-02,Unsatisfactory,2024-H2,False,24.1,E02132,2025-09-29,1,0,0,0.9,Corporate Operations,2,38.16666666666666,301.0,0,1
E00036,2025-06-01,Below Expectations,2025-H1,False,56.0,E02132,2025-09-29,1,0,0,0.9,Corporate Operations,2,38.16666666666666,120.0,1,1
E00037,2024-05-25,Unsatisfactory,2024-H1,False,18.8,E05812,,0,0,0,0.9,Retail Banking,3,38.41666666666666,,0,1
E00037,2024-11-28,High Performer,2024-H2,False,86.4,E05812,,0,0,0,0.9,Retail Banking,3,38.41666666666666,,0,1
E00037,2025-06-27,Outstanding,2025-H1,True,92.2,E05812,,0,0,0,0.9,Retail Banking,3,38.41666666666666,,0,0
E00038,2024-06-29,High Performer,2024-H1,True,81.9,E13776,,0,0,0,1.02,Technology,3,38.41666666666666,,0,0
E00038,2024-11-17,Meets Expectations,2024-H2,False,61.5,E13776,,0,0,0,1.02,Technology,3,38.41666666666666,,0,1
E00038,2025-05-19,High Performer,2025-H1,False,80.9,E13776,,0,0,0,1.02,Technology,3,38.41666666666666,,0,1
E00039,2024-05-25,High Performer,2024-H1,False,86.5,E09990,,0,0,0,0.87,Risk & Compliance,3,38.333333333333336,,0,1
E00039,2024-12-20,High Performer,2024-H2,True,82.6,E09990,,0,0,0,0.87,Risk & Compliance,3,38.333333333333336,,0,0
E00039,2025-06-03,Meets Expectations,2025-H1,False,63.6,E09990,,0,0,0,0.87,Risk & Compliance,3,38.333333333333336,,0,1
E00040,2024-05-26,High Performer,2024-H1,False,69.7,E00663,,0,0,0,0.8,Risk & Compliance,2,38.333333333333336,,0,1
E00040,2024-12-03,Meets Expectations,2024-H2,False,71.9,E00663,,0,0,0,0.8,Risk & Compliance,2,38.333333333333336,,0,1
E00040,2025-06-17,Meets Expectations,2025-H1,False,69.2,E00663,,0,0,0,0.8,Risk & Compliance,2,38.333333333333336,,0,1
E00041,2024-06-03,High Performer,2024-H1,False,75.4,E01129,,0,0,0,0.79,Risk & Compliance,2,38.333333333333336,,0,1
E00041,2024-12-12,Outstanding,2024-H2,True,83.4,E01129,,0,0,0,0.79,Risk & Compliance,2,38.333333333333336,,0,0
E00041,2025-05-28,High Performer,2025-H1,False,78.0,E01129,,0,0,0,0.79,Risk & Compliance,2,38.333333333333336,,0,1
E00042,2024-06-11,Meets Expectations,2024-H1,False,61.3,E02271,,0,0,0,0.97,Corporate Operations,2,38.333333333333336,,0,1
E00042,2024-11-30,Outstanding,2024-H2,True,81.8,E02271,,0,0,0,0.97,Corporate Operations,2,38.333333333333336,,0,0
E00042,2025-06-03,Meets Expectations,2025-H1,False,59.1,E02271,,0,0,0,0.97,Corporate Operations,2,38.333333333333336,,0,1
E00043,2024-06-07,High Performer,2024-H1,False,76.4,E11265,,0,0,0,0.81,Wealth Management,2,38.333333333333336,,0,1
E00043,2024-12-30,Outstanding,2024-H2,False,79.6,E11265,,0,0,0,0.81,Wealth Management,2,38.333333333333336,,0,1
E00043,2025-06-28,Below Expectations,2025-H1,False,50.6,E11265,,0,0,0,0.81,Wealth Management,2,38.333333333333336,,0,1
E00044,2024-05-21,Meets Expectations,2024-H1,False,72.9,E11909,,0,0,0,0.89,Insurance,2,38.333333333333336,,0,1
E00044,2024-12-03,Meets Expectations,2024-H2,False,53.5,E11909,,0,0,0,0.89,Insurance,2,38.333333333333336,,0,1
E00044,2025-06-10,Meets Expectations,2025-H1,False,80.0,E11909,,0,0,0,0.89,Insurance,2,38.333333333333336,,0,1
E00045,2024-05-17,High Performer,2024-H1,False,60.8,E13190,,0,0,0,0.9,Retail Banking,2,38.333333333333336,,0,1
E00045,2024-12-28,Meets Expectations,2024-H2,False,69.6,E13190,,0,0,0,0.9,Retail Banking,2,38.333333333333336,,0,1
E00045,2025-06-27,High Performer,2025-H1,True,86.3,E13190,,0,0,0,0.9,Retail Banking,2,38.333333333333336,,0,0
E00046,2024-06-25,Meets Expectations,2024-H1,False,59.8,E10271,2025-04-29,1,0,0,0.88,Corporate Operations,2,37.66666666666666,308.0,0,1
E00046,2024-12-30,Meets Expectations,2024-H2,False,48.6,E10271,2025-04-29,1,0,0,0.88,Corporate Operations,2,37.66666666666666,120.0,1,1
E00049,2024-06-27,Meets Expectations,2024-H1,False,46.3,E13189,,0,0,0,0.91,Technology,3,38.333333333333336,,0,1
E00049,2024-12-08,Below Expectations,2024-H2,False,50.6,E13189,,0,0,0,0.91,Technology,3,38.333333333333336,,0,1
E00049,2025-06-19,Meets Expectations,2025-H1,False,62.3,E13189,,0,0,0,0.91,Technology,3,38.333333333333336,,0,1
E00050,2024-05-18,High Performer,2024-H1,False,83.9,E12593,,0,0,1,0.93,Risk & Compliance,2,38.333333333333336,,0,1
E00050,2024-12-11,High Performer,2024-H2,False,78.4,E12593,,0,0,1,0.93,Risk & Compliance,2,38.333333333333336,,0,1
E00050,2025-06-14,Outstanding,2025-H1,False,68.6,E12593,,0,0,1,0.93,Risk & Compliance,2,38.333333333333336,,0,1
E00051,2024-06-07,Meets Expectations,2024-H1,False,65.6,E12215,,0,0,0,0.92,Retail Banking,2,38.333333333333336,,0,1
E00051,2024-12-29,Meets Expectations,2024-H2,False,72.7,E12215,,0,0,0,0.92,Retail Banking,2,38.333333333333336,,0,1
E00051,2025-05-26,Meets Expectations,2025-H1,False,65.1,E12215,,0,0,0,0.92,Retail Banking,2,38.333333333333336,,0,1
E00052,2024-05-15,Below Expectations,2024-H1,False,59.8,E04479,,0,0,0,0.88,Insurance,2,38.333333333333336,,0,1
E00052,2024-12-06,High Performer,2024-H2,False,58.9,E04479,,0,0,0,0.88,Insurance,2,38.333333333333336,,0,1
E00052,2025-06-16,High Performer,2025-H1,False,78.0,E04479,,0,0,0,0.88,Insurance,2,38.333333333333336,,0,1
E00054,2024-05-28,Meets Expectations,2024-H1,False,58.6,E02790,,0,0,1,0.85,Technology,2,38.25,,0,1
E00054,2024-11-28,Meets Expectations,2024-H2,False,79.8,E02790,,0,0,1,0.85,Technology,2,38.25,,0,1
E00054,2025-06-26,Meets Expectations,2025-H1,False,67.1,E02790,,0,0,1,0.85,Technology,2,38.25,,0,1
E00055,2024-05-14,Meets Expectations,2024-H1,False,66.2,E01159,,0,0,0,0.8,Corporate Operations,2,38.25,,0,1
E00055,2024-12-15,Meets Expectations,2024-H2,False,73.1,E01159,,0,0,0,0.8,Corporate Operations,2,38.25,,0,1
E00055,2025-06-12,Meets Expectations,2025-H1,False,71.0,E01159,,0,0,0,0.8,Corporate Operations,2,38.25,,0,1
E00057,2024-06-01,Meets Expectations,2024-H1,False,63.5,E12466,,0,0,0,0.93,Risk & Compliance,2,38.25,,0,1
E00057,2024-12-09,Meets Expectations,2024-H2,False,65.0,E12466,,0,0,0,0.93,Risk & Compliance,2,38.25,,0,1
E00057,2025-05-23,Below Expectations,2025-H1,False,38.1,E12466,,0,0,0,0.93,Risk & Compliance,2,38.25,,0,1
E00058,2024-06-05,Outstanding,2024-H1,False,97.3,E04121,,0,0,0,0.93,Retail Banking,3,38.25,,0,1
E00058,2024-12-30,High Performer,2024-H2,False,82.8,E04121,,0,0,0,0.93,Retail Banking,3,38.25,,0,1
E00058,2025-06-22,Below Expectations,2025-H1,False,44.6,E04121,,0,0,0,0.93,Retail Banking,3,38.25,,0,1
E00059,2024-06-23,Meets Expectations,2024-H1,False,55.3,E04760,,0,0,0,0.82,Risk & Compliance,2,38.25,,0,1
E00059,2024-11-17,Unsatisfactory,2024-H2,False,50.9,E04760,,0,0,0,0.82,Risk & Compliance,2,38.25,,0,1
E00059,2025-05-28,Unsatisfactory,2025-H1,False,17.3,E04760,,0,0,0,0.82,Risk & Compliance,2,38.25,,0,1
E00060,2024-05-23,Outstanding,2024-H1,True,95.0,E09472,,0,0,0,0.85,Technology,2,38.25,,0,0
E00060,2024-11-24,Meets Expectations,2024-H2,False,74.7,E09472,,0,0,0,0.85,Technology,2,38.25,,0,1
E00060,2025-05-18,Below Expectations,2025-H1,False,44.1,E09472,,0,0,0,0.85,Technology,2,38.25,,0,1
E00061,2024-05-31,Outstanding,2024-H1,False,94.4,E05073,,0,0,0,0.89,Wealth Management,2,38.25,,0,1
E00061,2024-11-12,Below Expectations,2024-H2,False,44.9,E05073,,0,0,0,0.89,Wealth Management,2,38.25,,0,1
E00061,2025-06-06,Meets Expectations,2025-H1,False,74.1,E05073,,0,0,0,0.89,Wealth Management,2,38.25,,0,1
E00064,2024-05-21,Meets Expectations,2024-H1,False,70.6,E12323,,0,0,0,0.9,Risk & Compliance,2,38.25,,0,1
E00064,2024-12-12,Below Expectations,2024-H2,False,35.4,E12323,,0,0,0,0.9,Risk & Compliance,2,38.25,,0,1
E00064,2025-06-28,Outstanding,2025-H1,False,83.7,E12323,,0,0,0,0.9,Risk & Compliance,2,38.25,,0,1
E00065,2024-05-15,Below Expectations,2024-H1,False,50.3,E13598,,0,0,0,0.98,Technology,2,38.25,,0,1
E00065,2024-11-27,High Performer,2024-H2,False,56.7,E13598,,0,0,0,0.98,Technology,2,38.25,,0,1
E00065,2025-06-10,High Performer,2025-H1,False,67.0,E13598,,0,0,0,0.98,Technology,2,38.25,,0,1
E00066,2024-06-21,Below Expectations,2024-H1,False,52.0,E08970,,0,0,0,0.91,Risk & Compliance,2,38.25,,0,1
E00066,2024-12-02,Outstanding,2024-H2,False,91.3,E08970,,0,0,0,0.91,Risk & Compliance,2,38.25,,0,1
E00066,2025-05-25,Unsatisfactory,2025-H1,False,53.1,E08970,,0,0,0,0.91,Risk & Compliance,2,38.25,,0,1
E00067,2024-06-21,Meets Expectations,2024-H1,False,66.2,E00645,,0,0,0,0.87,Technology,3,38.25,,0,1
E00067,2024-11-14,Below Expectations,2024-H2,False,49.9,E00645,,0,0,0,0.87,Technology,3,38.25,,0,1
E00067,2025-05-16,Meets Expectations,2025-H1,False,74.8,E00645,,0,0,0,0.87,Technology,3,38.25,,0,1
E00068,2024-06-15,Outstanding,2024-H1,True,95.3,E01379,,0,0,0,0.84,Retail Banking,2,38.25,,0,0
E00068,2024-12-20,Outstanding,2024-H2,True,80.7,E01379,,0,0,0,0.84,Retail Banking,2,38.25,,0,0
E00068,2025-06-25,High Performer,2025-H1,True,61.1,E01379,,0,0,0,0.84,Retail Banking,2,38.25,,0,0
E00069,2024-05-23,High Performer,2024-H1,False,75.8,E13469,,0,0,0,0.96,Retail Banking,2,38.25,,0,1
E00069,2024-11-24,Meets Expectations,2024-H2,False,66.4,E13469,,0,0,0,0.96,Retail Banking,2,38.25,,0,1
E00069,2025-06-22,Below Expectations,2025-H1,False,40.6,E13469,,0,0,0,0.96,Retail Banking,2,38.25,,0,1
E00070,2024-05-25,Meets Expectations,2024-H1,False,48.4,E00073,,0,0,0,0.89,Retail Banking,3,38.25,,0,1
E00070,2024-12-10,Meets Expectations,2024-H2,False,49.0,E00073,,0,0,0,0.89,Retail Banking,3,38.25,,0,1
E00070,2025-05-30,Meets Expectations,2025-H1,False,53.0,E00073,,0,0,0,0.89,Retail Banking,3,38.25,,0,1
E00071,2024-06-04,Below Expectations,2024-H1,False,51.4,E04453,2024-09-30,1,0,0,0.85,Technology,2,36.91666666666666,118.0,1,1
E00072,2024-06-01,Meets Expectations,2024-H1,False,71.0,E01982,2025-05-18,1,0,0,0.92,Technology,2,37.583333333333336,351.0,0,1
E00072,2024-11-14,Below Expectations,2024-H2,False,47.9,E01982,2025-05-18,1,0,0,0.92,Technology,2,37.583333333333336,185.0,0,1
E00072,2025-05-17,Below Expectations,2025-H1,False,43.7,E01982,2025-05-18,1,0,0,0.92,Technology,2,37.583333333333336,1.0,1,1
E00073,2024-06-22,Meets Expectations,2024-H1,False,63.4,E07091,,0,0,0,1.03,Retail Banking,4,38.25,,0,1
E00073,2024-11-16,Outstanding,2024-H2,False,98.8,E07091,,0,0,0,1.03,Retail Banking,4,38.25,,0,1
E00073,2025-06-15,Meets Expectations,2025-H1,False,65.0,E07091,,0,0,0,1.03,Retail Banking,4,38.25,,0,1
E00074,2024-06-05,Meets Expectations,2024-H1,False,54.1,E01790,2025-08-29,1,0,0,0.9,Corporate Operations,2,37.833333333333336,450.0,0,1
E00074,2024-11-14,High Performer,2024-H2,False,73.6,E01790,2025-08-29,1,0,0,0.9,Corporate Operations,2,37.833333333333336,288.0,0,1
E00074,2025-06-16,Meets Expectations,2025-H1,False,72.4,E01790,2025-08-29,1,0,0,0.9,Corporate Operations,2,37.833333333333336,74.0,1,1
E00075,2024-06-26,Outstanding,2024-H1,False,99.8,E04991,,0,0,0,0.88,Technology,5,38.16666666666666,,0,1
E00075,2024-11-15,Outstanding,2024-H2,False,86.4,E04991,,0,0,0,0.88,Technology,5,38.16666666666666,,0,1
E00075,2025-06-10,High Performer,2025-H1,False,77.7,E04991,,0,0,0,0.88,Technology,5,38.16666666666666,,0,1
E00076,2024-05-31,High Performer,2024-H1,False,75.3,E09249,,0,0,0,1.05,Risk & Compliance,5,38.16666666666666,,0,1
E00076,2024-12-04,High Performer,2024-H2,False,78.0,E09249,,0,0,0,1.05,Risk & Compliance,5,38.16666666666666,,0,1
E00076,2025-05-26,Meets Expectations,2025-H1,False,63.6,E09249,,0,0,0,1.05,Risk & Compliance,5,38.16666666666666,,0,1
E00077,2024-05-29,Meets Expectations,2024-H1,False,65.0,E00271,2024-08-30,0,0,0,0.91,Risk & Compliance,2,36.833333333333336,93.0,0,1
E00078,2024-06-13,Meets Expectations,2024-H1,False,67.0,E08854,2024-06-28,1,0,0,0.91,Insurance,3,36.66666666666666,15.0,1,1
E00079,2024-06-09,High Performer,2024-H1,True,82.4,E12077,,0,0,0,0.9,Technology,2,38.16666666666666,,0,0
E00079,2024-12-07,Meets Expectations,2024-H2,False,66.7,E12077,,0,0,0,0.9,Technology,2,38.16666666666666,,0,1
E00079,2025-06-03,Outstanding,2025-H1,False,87.7,E12077,,0,0,0,0.9,Technology,2,38.16666666666666,,0,1
E00080,2024-06-01,High Performer,2024-H1,False,74.0,E04045,,0,0,0,0.86,Wealth Management,2,38.16666666666666,,0,1
E00080,2024-12-16,Meets Expectations,2024-H2,False,44.3,E04045,,0,0,0,0.86,Wealth Management,2,38.16666666666666,,0,1
E00080,2025-06-16,High Performer,2025-H1,True,62.0,E04045,,0,0,0,0.86,Wealth Management,2,38.16666666666666,,0,0
E00081,2024-05-22,Unsatisfactory,2024-H1,False,37.2,E06041,,0,0,0,0.88,Technology,2,38.16666666666666,,0,1
E00081,2024-12-09,Meets Expectations,2024-H2,False,63.0,E06041,,0,0,0,0.88,Technology,2,38.16666666666666,,0,1
E00081,2025-06-29,Meets Expectations,2025-H1,False,52.6,E06041,,0,0,0,0.88,Technology,2,38.16666666666666,,0,1
E00082,2024-06-04,High Performer,2024-H1,False,82.7,E08751,2025-03-14,1,0,0,0.86,Technology,2,37.41666666666666,283.0,0,1
E00082,2024-12-06,Below Expectations,2024-H2,False,34.7,E08751,2025-03-14,1,0,0,0.86,Technology,2,37.41666666666666,98.0,1,1
E00083,2024-06-08,Meets Expectations,2024-H1,False,61.4,E05122,,0,0,0,0.84,Insurance,2,38.16666666666666,,0,1
E00083,2024-12-20,High Performer,2024-H2,False,71.6,E05122,,0,0,0,0.84,Insurance,2,38.16666666666666,,0,1
E00083,2025-05-25,Outstanding,2025-H1,False,74.6,E05122,,0,0,0,0.84,Insurance,2,38.16666666666666,,0,1
E00084,2024-06-21,High Performer,2024-H1,False,66.3,E03416,,0,0,1,0.92,Risk & Compliance,2,38.16666666666666,,0,1
E00084,2024-12-04,High Performer,2024-H2,False,79.9,E03416,,0,0,1,0.92,Risk & Compliance,2,38.16666666666666,,0,1
