employee_id,manager_id,status,hire_date,exit_date,cutoff_date,tenure_months,tenure_months_raw,tenure_months_raw_reliable_flag,salary,compa_ratio,compa_ratio_outside_screening_band,role_family,job_title,role_level,department,hire_source,legacy_entity,contract_type,hipo_flag,promotion_eligible,acting_appointment,data_source_system,gender,age_band,cultural_background,engagement_n_waves_available,engagement_n_responses_available,engagement_response_rate,engagement_recent_non_response_flag,engagement_consecutive_non_responses,engagement_responder_to_nonresponder_transition_flag,manager_effectiveness_latest_score,manager_effectiveness_earliest_score,manager_effectiveness_abs_change,manager_effectiveness_slope_per_wave,manager_effectiveness_volatility,manager_effectiveness_persistent_low_flag,manager_effectiveness_consecutive_deterioration_flag,psychological_safety_latest_score,psychological_safety_earliest_score,psychological_safety_abs_change,psychological_safety_slope_per_wave,psychological_safety_volatility,psychological_safety_persistent_low_flag,psychological_safety_consecutive_deterioration_flag,recognition_latest_score,recognition_earliest_score,recognition_abs_change,recognition_slope_per_wave,recognition_volatility,recognition_persistent_low_flag,recognition_consecutive_deterioration_flag,career_development_latest_score,career_development_earliest_score,career_development_abs_change,career_development_slope_per_wave,career_development_volatility,career_development_persistent_low_flag,career_development_consecutive_deterioration_flag,senior_leadership_trust_latest_score,senior_leadership_trust_earliest_score,senior_leadership_trust_abs_change,senior_leadership_trust_slope_per_wave,senior_leadership_trust_volatility,senior_leadership_trust_persistent_low_flag,senior_leadership_trust_consecutive_deterioration_flag,purpose_meaning_latest_score,purpose_meaning_earliest_score,purpose_meaning_abs_change,purpose_meaning_slope_per_wave,purpose_meaning_volatility,purpose_meaning_persistent_low_flag,purpose_meaning_consecutive_deterioration_flag,wellbeing_latest_score,wellbeing_earliest_score,wellbeing_abs_change,wellbeing_slope_per_wave,wellbeing_volatility,wellbeing_persistent_low_flag,wellbeing_consecutive_deterioration_flag,confidence_in_role_future_latest_score,confidence_in_role_future_earliest_score,confidence_in_role_future_abs_change,confidence_in_role_future_slope_per_wave,confidence_in_role_future_volatility,confidence_in_role_future_persistent_low_flag,confidence_in_role_future_consecutive_deterioration_flag,performance_n_reviews_available,performance_latest_rating,performance_previous_rating,performance_rating_change_ordinal,performance_goal_achievement_latest,performance_goal_achievement_trend,performance_promotion_recommendation_count,performance_promotion_recommendation_rate,performance_promotion_recommendation_ever,departed,voluntary_exit,regrettable_exit,regrettable_voluntary_exit,pull_exit,exit_type,pathway,stated_exit_reason,performance_band_at_exit
E00012,E00712,active,1988-01-24,,2025-12-31,456,461,False,126300.0,0.87,False,Operations-Processing,"Manager, Technology",2,Technology,graduate,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Male,55-59,South Asian,5,4,0.8,False,0.0,True,3.4,3.56,-0.16000000000000014,-0.14000000000000046,0.5130302135352265,False,False,2.67,2.73,-0.06000000000000005,0.007999999999999688,0.5151698748956504,True,False,4.21,4.59,-0.3799999999999999,-0.03100000000000044,0.33139855159611065,False,False,3.83,3.08,0.75,0.17699999999999963,0.3434142299517208,False,False,3.68,3.28,0.40000000000000036,0.06800000000000002,0.2092048437935095,False,False,3.73,2.95,0.7799999999999998,0.16999999999999968,0.46561786907291264,False,False,4.4,3.73,0.6700000000000004,0.1479999999999997,0.47953970986075134,False,False,3.44,2.45,0.9899999999999998,0.13599999999999957,0.4852061417583252,False,False,3,Meets Expectations,Meets Expectations,0.0,50.7,-12.75,0,0.0,False,False,False,False,False,False,,,,
E00013,E00432,active,1988-01-25,,2025-12-31,456,461,False,124300.0,0.86,False,Technology,"Manager, Retail Banking",2,Retail Banking,agency,NovaCorp-Origin,Full-time,True,False,False,WorkdayHR,Female,60+,Middle Eastern,5,5,1.0,False,0.0,False,3.97,3.59,0.38000000000000034,0.18500000000000016,0.47857078891215254,False,False,4.54,5.0,-0.45999999999999996,-0.11400000000000052,0.2046460358765837,False,True,2.38,3.3,-0.9199999999999999,-0.18300000000000002,0.3738716357254185,False,True,3.05,3.27,-0.2200000000000002,-0.041999999999999905,0.11260550608207408,False,True,5.0,4.63,0.3700000000000001,0.0900000000000001,0.3466698717800552,False,True,2.34,2.72,-0.38000000000000034,-0.06,0.4452864246751746,False,True,3.41,3.91,-0.5,-0.03300000000000013,0.5642428555152471,False,False,3.38,1.52,1.8599999999999999,0.34,0.8136153882517217,True,False,3,Below Expectations,High Performer,-2.0,51.0,-16.849999999999998,0,0.0,False,False,False,False,False,False,,,,
E00014,E01653,active,1988-01-26,,2025-12-31,456,461,False,122200.0,0.84,False,Risk-Compliance,"Manager, Corporate Operations",2,Corporate Operations,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Female,55-59,South Asian,5,3,0.6,True,2.0,True,4.46,3.98,0.48,0.23999999999999927,0.510294032886923,False,False,3.94,4.21,-0.27,-0.13500000000000068,0.18339392937971896,False,False,3.42,3.19,0.22999999999999998,0.11499999999999981,0.11789826122551597,False,False,4.32,4.03,0.29000000000000004,0.1449999999999992,0.1985782801147532,False,False,4.13,3.82,0.31000000000000005,0.1549999999999994,0.2902297940138699,False,False,3.49,2.79,0.7000000000000002,0.34999999999999937,0.3764306044943744,False,False,3.12,3.0,0.1200000000000001,0.05999999999999936,0.5345403009440292,False,False,2.75,3.02,-0.27,-0.13500000000000068,0.13576941236277534,False,True,3,Meets Expectations,Meets Expectations,0.0,62.1,6.600000000000003,0,0.0,False,False,False,False,False,False,,,,
E00015,E07205,active,1988-01-27,,2025-12-31,456,461,False,121100.0,0.84,False,Management,"Manager, Wealth Management",2,Wealth Management,agency,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Female,60+,Maori/Aboriginal & Torres Strait Islander,5,5,1.0,False,0.0,False,3.14,4.34,-1.1999999999999997,-0.23599999999999982,0.7152482086660544,False,False,4.9,3.46,1.4400000000000004,0.40499999999999986,0.6655674270875943,False,False,3.44,3.97,-0.5300000000000002,-0.1660000000000005,0.6630987860040162,False,False,2.38,3.02,-0.6400000000000001,-0.1679999999999997,0.5084486208064686,False,True,1.58,2.06,-0.48,-0.13600000000000012,0.3144360030276431,True,True,3.2,1.41,1.7900000000000003,0.4780000000000002,0.9226592003551475,True,False,4.55,4.5,0.04999999999999982,-0.021999999999999735,0.24953957601951654,False,False,2.96,3.58,-0.6200000000000001,-0.11999999999999995,0.24337214302380628,False,True,3,High Performer,Meets Expectations,1.0,83.7,19.799999999999997,0,0.0,False,False,False,False,False,False,,,,
E00016,E11238,active,1988-01-27,,2025-12-31,456,461,False,127900.0,0.88,False,Management,"Manager, Retail Banking",2,Retail Banking,direct,NovaCorp-Origin,Full-time,False,True,False,WorkdayHR,Male,60+,Anglo-Australian,5,5,1.0,False,0.0,False,2.82,2.8,0.020000000000000018,0.029999999999999936,0.47426785680667854,False,True,4.33,2.46,1.87,0.683,1.2855543551324464,False,False,3.57,3.12,0.44999999999999973,-0.043,0.5131568960853978,False,True,2.33,3.23,-0.8999999999999999,-0.18299999999999997,0.565084064542613,False,True,4.65,3.63,1.0200000000000005,0.21499999999999989,0.4224689337690999,False,False,4.67,4.02,0.6500000000000004,0.09200000000000008,0.33496268448888455,False,True,2.3,3.18,-0.8800000000000003,-0.19600000000000012,0.3906660978380387,False,True,2.73,1.48,1.25,0.2740000000000001,0.6347676740351543,True,False,3,High Performer,Meets Expectations,1.0,58.8,-0.4999999999999907,0,0.0,False,False,False,False,False,False,,,,
E00017,E11711,active,1988-01-29,,2025-12-31,456,461,False,139100.0,0.96,False,Operations-Processing,"Manager, Retail Banking",2,Retail Banking,referral,NovaCorp-Origin,Full-time,True,False,False,WorkdayHR,Female,60+,Anglo-Australian,5,5,1.0,False,0.0,False,4.92,3.76,1.1600000000000001,0.23300000000000004,0.41321907022788773,False,False,2.1,3.15,-1.0499999999999998,-0.22099999999999992,0.4694358316106686,False,True,1.0,2.51,-1.5099999999999998,-0.42900000000000005,0.7938072813976955,True,True,1.99,3.03,-1.0399999999999998,-0.1900000000000001,0.5032693116016512,True,False,1.34,1.79,-0.44999999999999996,-0.05799999999999989,0.30116440692751195,True,False,2.39,2.7,-0.31000000000000005,-0.09100000000000003,0.4910906230014985,False,True,2.71,2.21,0.5,0.020000000000000077,0.46241756022019753,False,True,2.32,3.47,-1.1500000000000004,-0.3200000000000001,0.6445696238576559,False,True,3,Below Expectations,Unsatisfactory,1.0,34.2,-27.900000000000006,0,0.0,False,False,False,False,False,False,,,,
E00018,E10247,active,1988-01-30,,2025-12-31,456,461,False,174800.0,0.92,False,Client-Advisory,"Senior Manager, Risk & Compliance",3,Risk & Compliance,agency,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Male,60+,Prefer not to say,5,5,1.0,False,0.0,False,2.71,2.93,-0.2200000000000002,0.011999999999999995,0.2532785028382789,False,False,3.53,5.0,-1.4700000000000002,-0.2550000000000002,0.6328743951211805,False,True,3.19,2.7,0.48999999999999977,0.09400000000000011,0.6182879588023691,True,True,4.19,2.03,2.1600000000000006,0.6140000000000002,1.037752378942106,False,False,3.68,3.12,0.56,0.06699999999999989,0.27824449680092506,False,True,3.42,2.18,1.2399999999999998,0.24100000000000021,0.4459260028300659,False,False,4.98,4.13,0.8500000000000005,0.135,0.33101359488697757,False,True,3.29,3.13,0.16000000000000014,0.04400000000000001,0.14096098751072939,False,False,3,Meets Expectations,Meets Expectations,0.0,58.6,-14.15,0,0.0,False,False,False,False,False,False,,,,
E00019,E10272,active,1988-01-31,,2025-12-31,456,461,False,115500.0,0.8,False,Operations-Processing,"Manager, Retail Banking",2,Retail Banking,agency,NovaCorp-Origin,Casual,False,False,False,WorkdayHR,Female,60+,European (non-Anglo),5,4,0.8,True,1.0,True,2.94,4.03,-1.0900000000000003,-0.2710000000000002,0.5168736144681149,False,False,3.6,2.86,0.7400000000000002,0.20500000000000024,0.37160687112413127,False,False,4.18,3.85,0.3299999999999996,0.123,0.2341473894793618,False,False,4.43,4.41,0.019999999999999574,-0.06300000000000029,0.2909037641557769,False,False,4.13,4.43,-0.2999999999999998,-0.23099999999999993,0.5991869491235603,False,False,4.68,3.42,1.2599999999999998,0.37899999999999995,0.5179687892785304,False,False,3.73,3.63,0.10000000000000009,0.10300000000000012,0.6280857160186551,False,False,4.77,3.92,0.8499999999999996,0.2839999999999996,0.36706039466732615,False,False,3,Meets Expectations,Outstanding,-2.0,65.0,8.799999999999997,1,0.3333333333333333,True,False,False,False,False,False,,,,
E00020,E09364,active,1988-02-01,,2025-12-31,455,461,False,129800.0,0.9,False,Operations-Processing,"Manager, Corporate Operations",2,Corporate Operations,acquisition,NovaCorp-Origin,Full-time,False,True,False,WorkdayHR,Male,60+,Anglo-Australian,5,5,1.0,False,0.0,False,1.82,1.36,0.45999999999999996,0.08900000000000004,0.33657094348740213,True,False,3.1,4.53,-1.4300000000000002,-0.3320000000000003,0.5791977209899916,False,True,1.14,3.17,-2.0300000000000002,-0.44799999999999984,0.8801022667849459,False,True,3.35,3.12,0.22999999999999998,0.09900000000000017,0.20959484726490768,False,False,1.61,1.0,0.6100000000000001,0.21900000000000008,0.4231666338453447,True,False,2.52,2.58,-0.06000000000000005,0.0049999999999999585,0.38522720568516444,False,True,1.27,2.35,-1.08,-0.27400000000000013,0.49630635700139897,True,False,1.5,2.6,-1.1,-0.20699999999999996,0.48649768755873857,False,False,3,High Performer,Outstanding,-1.0,82.5,9.299999999999997,1,0.3333333333333333,True,False,False,False,False,False,,,,
E00021,E08861,departed,1988-02-04,2024-05-24,2024-05-24,436,441,False,125500.0,0.87,False,Risk-Compliance,"Manager, Insurance",2,Insurance,referral,NovaCorp-Origin,Part-time,False,False,False,WorkdayHR,Male,60+,East Asian,1,0,0.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,High Performer,,,69.4,,0,0.0,False,True,True,False,False,False,voluntary,push,Career advancement,Meets Expectations
E00022,E00833,active,1988-02-05,,2025-12-31,455,461,False,129400.0,0.89,False,Risk-Compliance,"Manager, Insurance",2,Insurance,agency,NovaCorp-Origin,Full-time,False,True,False,WorkdayHR,Male,55-59,Anglo-Australian,5,5,1.0,False,0.0,False,3.76,5.0,-1.2400000000000002,-0.27199999999999963,0.5203076013282912,False,False,3.94,3.03,0.9100000000000001,0.12699999999999992,0.6660555532386168,False,False,3.56,4.26,-0.6999999999999997,-0.1789999999999999,0.5425679680924779,False,True,4.29,5.0,-0.71,-0.16999999999999985,0.29737182112634675,False,False,5.0,4.36,0.6399999999999997,0.17599999999999996,0.40696437190496176,False,False,3.1,3.87,-0.77,-0.13600000000000004,0.570412131708294,False,False,4.86,4.92,-0.05999999999999961,-0.0589999999999998,0.47262035504197236,False,True,4.34,3.95,0.3899999999999997,0.07800000000000003,0.33181320046074103,False,False,3,Meets Expectations,High Performer,-1.0,80.4,9.94999999999999,0,0.0,False,False,False,False,False,False,,,,
E00023,E09824,departed,1988-02-05,2025-07-04,2025-07-04,450,455,False,175400.0,0.88,False,Corporate-Support,"Senior Manager, Technology",3,Technology,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Male,60+,Anglo-Australian,4,3,0.75,False,0.0,True,2.8,5.0,-2.2,-0.6914285714285715,1.1073090505063767,False,True,4.01,4.55,-0.54,-0.16071428571428603,0.28930952282978867,False,True,4.6,4.03,0.5699999999999994,0.17071428571428526,0.30237945256470916,False,False,4.45,4.18,0.27000000000000046,0.08928571428571429,0.13650396819628868,False,False,5.0,4.89,0.11000000000000032,0.03928571428571334,0.06350852961085902,False,False,4.03,3.86,0.17000000000000037,0.057142857142856794,0.08736894948054122,False,False,5.0,4.4,0.5999999999999996,0.19999999999999968,0.30550504633038916,False,False,3.53,4.35,-0.8199999999999998,-0.21714285714285744,0.5558177159225256,False,False,3,High Performer,High Performer,0.0,60.2,-8.000000000000009,0,0.0,False,True,True,False,False,True,voluntary,pull,Career advancement,Outstanding
E00024,E07787,active,1988-02-06,,2025-12-31,455,461,False,287300.0,1.05,False,Risk-Compliance,"Director, Wealth Management",4,Wealth Management,direct,NovaCorp-Origin,Full-time,False,True,False,WorkdayHR,Female,60+,East Asian,5,5,1.0,False,0.0,False,4.79,4.07,0.7199999999999998,0.15799999999999992,0.28367234620244514,False,False,2.78,3.5,-0.7200000000000002,-0.2230000000000001,0.8088757630192661,True,True,4.25,1.6,2.65,0.5800000000000001,0.9658674857349738,False,False,4.29,3.56,0.73,0.10399999999999987,0.48228622207149974,False,False,3.43,4.18,-0.7499999999999996,-0.14199999999999988,0.3415113468100289,False,True,3.92,2.94,0.98,0.17199999999999993,0.40426476472727624,False,False,3.77,4.92,-1.15,-0.3019999999999999,0.5598481937096877,False,True,4.47,4.11,0.35999999999999943,0.06999999999999958,0.25549951076274086,False,False,3,Outstanding,Below Expectations,3.0,100.0,9.5,1,0.3333333333333333,True,False,False,False,False,False,,,,
E00025,E00272,active,1988-02-06,,2025-12-31,455,461,False,123800.0,0.85,False,Management,"Manager, Technology",2,Technology,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Non-binary,55-59,East Asian,5,5,1.0,False,0.0,False,2.49,2.47,0.020000000000000018,-0.02100000000000007,0.16330952207388266,False,False,4.05,4.15,-0.10000000000000053,0.02999999999999981,0.3486115316509194,False,True,3.53,3.91,-0.38000000000000034,0.014000000000000087,0.44472463390282313,False,False,3.78,3.74,0.03999999999999959,0.03800000000000012,0.4097316194779212,False,False,3.97,3.26,0.7100000000000004,0.21700000000000028,0.6658303087123626,False,True,3.71,4.34,-0.6299999999999999,-0.19300000000000034,0.5258992298910504,False,True,4.19,4.55,-0.35999999999999943,0.016000000000000306,0.3998374669787712,False,False,4.79,5.0,-0.20999999999999996,-0.05199999999999978,0.27880100430235183,False,False,3,High Performer,Meets Expectations,1.0,71.0,-9.649999999999993,2,0.6666666666666666,True,False,False,False,False,False,,,,
